Anatomy,Anatomy_ID,Relation,Gene,Gene_ID
lymph node,UBERON:0000029,EXPRESSES_AeG,SS18,6760
lymph node,UBERON:0000029,EXPRESSES_AeG,NOTCH3,4854
lymph node,UBERON:0000029,EXPRESSES_AeG,CARKD,55739
lymph node,UBERON:0000029,EXPRESSES_AeG,CCND2,894
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF236,7776
lymph node,UBERON:0000029,EXPRESSES_AeG,CSNK1E,1454
lymph node,UBERON:0000029,EXPRESSES_AeG,TMBIM6,7009
lymph node,UBERON:0000029,EXPRESSES_AeG,ING3,54556
lymph node,UBERON:0000029,EXPRESSES_AeG,DHRS1,115817
lymph node,UBERON:0000029,EXPRESSES_AeG,RPL10L,140801
lymph node,UBERON:0000029,EXPRESSES_AeG,UBALD2,283991
lymph node,UBERON:0000029,EXPRESSES_AeG,ATP8,4509
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF786,136051
lymph node,UBERON:0000029,EXPRESSES_AeG,TENM4,26011
lymph node,UBERON:0000029,EXPRESSES_AeG,TMTC3,160418
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF621,285268
lymph node,UBERON:0000029,EXPRESSES_AeG,VPS37B,79720
lymph node,UBERON:0000029,EXPRESSES_AeG,CERS5,91012
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM87A,25963
lymph node,UBERON:0000029,EXPRESSES_AeG,CPD,1362
lymph node,UBERON:0000029,EXPRESSES_AeG,THEM6,51337
lymph node,UBERON:0000029,EXPRESSES_AeG,SPIRE1,56907
lymph node,UBERON:0000029,EXPRESSES_AeG,SRSF8,10929
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC7A5,8140
lymph node,UBERON:0000029,EXPRESSES_AeG,TSPAN17,26262
lymph node,UBERON:0000029,EXPRESSES_AeG,THOC6,79228
lymph node,UBERON:0000029,EXPRESSES_AeG,XRCC6BP1,91419
lymph node,UBERON:0000029,EXPRESSES_AeG,HOXA2,3199
lymph node,UBERON:0000029,EXPRESSES_AeG,NMNAT3,349565
lymph node,UBERON:0000029,EXPRESSES_AeG,ESCO1,114799
lymph node,UBERON:0000029,EXPRESSES_AeG,IFNA1,3439
lymph node,UBERON:0000029,EXPRESSES_AeG,MUT,4594
lymph node,UBERON:0000029,EXPRESSES_AeG,MIS12,79003
lymph node,UBERON:0000029,EXPRESSES_AeG,TES,26136
lymph node,UBERON:0000029,EXPRESSES_AeG,WDR81,124997
lymph node,UBERON:0000029,EXPRESSES_AeG,GSTA4,2941
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC25A22,79751
lymph node,UBERON:0000029,EXPRESSES_AeG,NOMO1,23420
lymph node,UBERON:0000029,EXPRESSES_AeG,HMBOX1,79618
lymph node,UBERON:0000029,EXPRESSES_AeG,PPP1R3E,90673
lymph node,UBERON:0000029,EXPRESSES_AeG,HNRNPA3,220988
lymph node,UBERON:0000029,EXPRESSES_AeG,NFX1,4799
lymph node,UBERON:0000029,EXPRESSES_AeG,C2orf76,130355
lymph node,UBERON:0000029,EXPRESSES_AeG,BCL2A1,597
lymph node,UBERON:0000029,EXPRESSES_AeG,DEFA1,1667
lymph node,UBERON:0000029,EXPRESSES_AeG,VEGFC,7424
lymph node,UBERON:0000029,EXPRESSES_AeG,TIGIT,201633
lymph node,UBERON:0000029,EXPRESSES_AeG,CPT2,1376
lymph node,UBERON:0000029,EXPRESSES_AeG,SMARCA4,6597
lymph node,UBERON:0000029,EXPRESSES_AeG,TUBB6,84617
lymph node,UBERON:0000029,EXPRESSES_AeG,NAV1,89796
lymph node,UBERON:0000029,EXPRESSES_AeG,IRAK4,51135
lymph node,UBERON:0000029,EXPRESSES_AeG,PQLC2,54896
lymph node,UBERON:0000029,EXPRESSES_AeG,GBP3,2635
lymph node,UBERON:0000029,EXPRESSES_AeG,EEA1,8411
lymph node,UBERON:0000029,EXPRESSES_AeG,BOLA2B,654483
lymph node,UBERON:0000029,EXPRESSES_AeG,STPG1,90529
lymph node,UBERON:0000029,EXPRESSES_AeG,ODF2,4957
lymph node,UBERON:0000029,EXPRESSES_AeG,SERTAD3,29946
lymph node,UBERON:0000029,EXPRESSES_AeG,CNOT1,23019
lymph node,UBERON:0000029,EXPRESSES_AeG,QTRTD1,79691
lymph node,UBERON:0000029,EXPRESSES_AeG,SMAD7,4092
lymph node,UBERON:0000029,EXPRESSES_AeG,ZGRF1,55345
lymph node,UBERON:0000029,EXPRESSES_AeG,ALDOA,226
lymph node,UBERON:0000029,EXPRESSES_AeG,METTL5,29081
lymph node,UBERON:0000029,EXPRESSES_AeG,LASP1,3927
lymph node,UBERON:0000029,EXPRESSES_AeG,PKP1,5317
lymph node,UBERON:0000029,EXPRESSES_AeG,PCDH7,5099
lymph node,UBERON:0000029,EXPRESSES_AeG,PPIA,5478
lymph node,UBERON:0000029,EXPRESSES_AeG,B3GNTL1,146712
lymph node,UBERON:0000029,EXPRESSES_AeG,TELO2,9894
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM216,51259
lymph node,UBERON:0000029,EXPRESSES_AeG,GPC1,2817
lymph node,UBERON:0000029,EXPRESSES_AeG,COL5A1,1289
lymph node,UBERON:0000029,EXPRESSES_AeG,VIM,7431
lymph node,UBERON:0000029,EXPRESSES_AeG,COX7C,1350
lymph node,UBERON:0000029,EXPRESSES_AeG,TAGLN3,29114
lymph node,UBERON:0000029,EXPRESSES_AeG,CBWD6,644019
lymph node,UBERON:0000029,EXPRESSES_AeG,C9orf69,90120
lymph node,UBERON:0000029,EXPRESSES_AeG,TBC1D7,51256
lymph node,UBERON:0000029,EXPRESSES_AeG,NDRG3,57446
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF571,51276
lymph node,UBERON:0000029,EXPRESSES_AeG,ASL,435
lymph node,UBERON:0000029,EXPRESSES_AeG,ALAS1,211
lymph node,UBERON:0000029,EXPRESSES_AeG,CPVL,54504
lymph node,UBERON:0000029,EXPRESSES_AeG,AREL1,9870
lymph node,UBERON:0000029,EXPRESSES_AeG,RAD1,5810
lymph node,UBERON:0000029,EXPRESSES_AeG,LSMEM1,286006
lymph node,UBERON:0000029,EXPRESSES_AeG,STAT5B,6777
lymph node,UBERON:0000029,EXPRESSES_AeG,WDR27,253769
lymph node,UBERON:0000029,EXPRESSES_AeG,KMT2C,58508
lymph node,UBERON:0000029,EXPRESSES_AeG,ANAPC4,29945
lymph node,UBERON:0000029,EXPRESSES_AeG,NCBP1,4686
lymph node,UBERON:0000029,EXPRESSES_AeG,FLOT1,10211
lymph node,UBERON:0000029,EXPRESSES_AeG,F2R,2149
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC15A3,51296
lymph node,UBERON:0000029,EXPRESSES_AeG,UBOX5,22888
lymph node,UBERON:0000029,EXPRESSES_AeG,PIH1D1,55011
lymph node,UBERON:0000029,EXPRESSES_AeG,FUOM,282969
lymph node,UBERON:0000029,EXPRESSES_AeG,GALC,2581
lymph node,UBERON:0000029,EXPRESSES_AeG,SRSF1,6426
lymph node,UBERON:0000029,EXPRESSES_AeG,RGS19,10287
lymph node,UBERON:0000029,EXPRESSES_AeG,PAQR5,54852
lymph node,UBERON:0000029,EXPRESSES_AeG,GIMAP7,168537
lymph node,UBERON:0000029,EXPRESSES_AeG,NSA2,10412
lymph node,UBERON:0000029,EXPRESSES_AeG,NOMO3,408050
lymph node,UBERON:0000029,EXPRESSES_AeG,XCL2,6846
lymph node,UBERON:0000029,EXPRESSES_AeG,TNFAIP1,7126
lymph node,UBERON:0000029,EXPRESSES_AeG,PHYH,5264
lymph node,UBERON:0000029,EXPRESSES_AeG,CAMK1,8536
lymph node,UBERON:0000029,EXPRESSES_AeG,BFSP2,8419
lymph node,UBERON:0000029,EXPRESSES_AeG,CCDC22,28952
lymph node,UBERON:0000029,EXPRESSES_AeG,AQP3,360
lymph node,UBERON:0000029,EXPRESSES_AeG,ALKBH5,54890
lymph node,UBERON:0000029,EXPRESSES_AeG,FCGR3A,2214
lymph node,UBERON:0000029,EXPRESSES_AeG,PDGFRL,5157
lymph node,UBERON:0000029,EXPRESSES_AeG,MAN1C1,57134
lymph node,UBERON:0000029,EXPRESSES_AeG,SPDYA,245711
lymph node,UBERON:0000029,EXPRESSES_AeG,PHACTR1,221692
lymph node,UBERON:0000029,EXPRESSES_AeG,STAM,8027
lymph node,UBERON:0000029,EXPRESSES_AeG,CBWD3,445571
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM212B,55924
lymph node,UBERON:0000029,EXPRESSES_AeG,SRPR,6734
lymph node,UBERON:0000029,EXPRESSES_AeG,KBTBD6,89890
lymph node,UBERON:0000029,EXPRESSES_AeG,CLNS1A,1207
lymph node,UBERON:0000029,EXPRESSES_AeG,SF3A3,10946
lymph node,UBERON:0000029,EXPRESSES_AeG,ODF3B,440836
lymph node,UBERON:0000029,EXPRESSES_AeG,COX4I2,84701
lymph node,UBERON:0000029,EXPRESSES_AeG,ALDH2,217
lymph node,UBERON:0000029,EXPRESSES_AeG,MMS19,64210
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF404,342908
lymph node,UBERON:0000029,EXPRESSES_AeG,ERCC6,2074
lymph node,UBERON:0000029,EXPRESSES_AeG,ALKBH6,84964
lymph node,UBERON:0000029,EXPRESSES_AeG,PSMA2,5683
lymph node,UBERON:0000029,EXPRESSES_AeG,COA5,493753
lymph node,UBERON:0000029,EXPRESSES_AeG,BIRC2,329
lymph node,UBERON:0000029,EXPRESSES_AeG,HMGN1,3150
lymph node,UBERON:0000029,EXPRESSES_AeG,GOLT1B,51026
lymph node,UBERON:0000029,EXPRESSES_AeG,C1QBP,708
lymph node,UBERON:0000029,EXPRESSES_AeG,PET117,100303755
lymph node,UBERON:0000029,EXPRESSES_AeG,BEND7,222389
lymph node,UBERON:0000029,EXPRESSES_AeG,KDM6A,7403
lymph node,UBERON:0000029,EXPRESSES_AeG,CLEC7A,64581
lymph node,UBERON:0000029,EXPRESSES_AeG,MAGOHB,55110
lymph node,UBERON:0000029,EXPRESSES_AeG,UBE2Z,65264
lymph node,UBERON:0000029,EXPRESSES_AeG,CLEC1A,51267
lymph node,UBERON:0000029,EXPRESSES_AeG,SLX1B,79008
lymph node,UBERON:0000029,EXPRESSES_AeG,RIPK3,11035
lymph node,UBERON:0000029,EXPRESSES_AeG,TNFRSF14,8764
lymph node,UBERON:0000029,EXPRESSES_AeG,ARL17A,51326
lymph node,UBERON:0000029,EXPRESSES_AeG,SAMD11,148398
lymph node,UBERON:0000029,EXPRESSES_AeG,TSPYL2,64061
lymph node,UBERON:0000029,EXPRESSES_AeG,KLHL20,27252
lymph node,UBERON:0000029,EXPRESSES_AeG,TICAM1,148022
lymph node,UBERON:0000029,EXPRESSES_AeG,ANXA3,306
lymph node,UBERON:0000029,EXPRESSES_AeG,RPS6,6194
lymph node,UBERON:0000029,EXPRESSES_AeG,NPIPA5,100288332
lymph node,UBERON:0000029,EXPRESSES_AeG,RNF175,285533
lymph node,UBERON:0000029,EXPRESSES_AeG,EFHD1,80303
lymph node,UBERON:0000029,EXPRESSES_AeG,MANEA,79694
lymph node,UBERON:0000029,EXPRESSES_AeG,SEMA7A,8482
lymph node,UBERON:0000029,EXPRESSES_AeG,PRKCB,5579
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF586,54807
lymph node,UBERON:0000029,EXPRESSES_AeG,TIMM9,26520
lymph node,UBERON:0000029,EXPRESSES_AeG,TRNT1,51095
lymph node,UBERON:0000029,EXPRESSES_AeG,CYB561D2,11068
lymph node,UBERON:0000029,EXPRESSES_AeG,FAAH,2166
lymph node,UBERON:0000029,EXPRESSES_AeG,YOD1,55432
lymph node,UBERON:0000029,EXPRESSES_AeG,YIPF5,81555
lymph node,UBERON:0000029,EXPRESSES_AeG,EMC10,284361
lymph node,UBERON:0000029,EXPRESSES_AeG,IGF2,3481
lymph node,UBERON:0000029,EXPRESSES_AeG,IL17A,3605
lymph node,UBERON:0000029,EXPRESSES_AeG,CIAPIN1,57019
lymph node,UBERON:0000029,EXPRESSES_AeG,AP4B1,10717
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF845,91664
lymph node,UBERON:0000029,EXPRESSES_AeG,C12orf65,91574
lymph node,UBERON:0000029,EXPRESSES_AeG,RPP40,10799
lymph node,UBERON:0000029,EXPRESSES_AeG,EIF4G3,8672
lymph node,UBERON:0000029,EXPRESSES_AeG,TBC1D14,57533
lymph node,UBERON:0000029,EXPRESSES_AeG,MCTP2,55784
lymph node,UBERON:0000029,EXPRESSES_AeG,CXXC1,30827
lymph node,UBERON:0000029,EXPRESSES_AeG,TCAF2,285966
lymph node,UBERON:0000029,EXPRESSES_AeG,RPS6KA6,27330
lymph node,UBERON:0000029,EXPRESSES_AeG,MYL12A,10627
lymph node,UBERON:0000029,EXPRESSES_AeG,NEK3,4752
lymph node,UBERON:0000029,EXPRESSES_AeG,PSMB8,5696
lymph node,UBERON:0000029,EXPRESSES_AeG,AKAP5,9495
lymph node,UBERON:0000029,EXPRESSES_AeG,APOL2,23780
lymph node,UBERON:0000029,EXPRESSES_AeG,DEF8,54849
lymph node,UBERON:0000029,EXPRESSES_AeG,TC2N,123036
lymph node,UBERON:0000029,EXPRESSES_AeG,DDX41,51428
lymph node,UBERON:0000029,EXPRESSES_AeG,HIGD1B,51751
lymph node,UBERON:0000029,EXPRESSES_AeG,TSPAN18,90139
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM24B,196792
lymph node,UBERON:0000029,EXPRESSES_AeG,ADAL,161823
lymph node,UBERON:0000029,EXPRESSES_AeG,TSTA3,7264
lymph node,UBERON:0000029,EXPRESSES_AeG,CASP12,100506742
lymph node,UBERON:0000029,EXPRESSES_AeG,INCENP,3619
lymph node,UBERON:0000029,EXPRESSES_AeG,ARFGAP3,26286
lymph node,UBERON:0000029,EXPRESSES_AeG,NCMAP,400746
lymph node,UBERON:0000029,EXPRESSES_AeG,HOXC6,3223
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF275,10838
lymph node,UBERON:0000029,EXPRESSES_AeG,GTF2IRD2,84163
lymph node,UBERON:0000029,EXPRESSES_AeG,DEXI,28955
lymph node,UBERON:0000029,EXPRESSES_AeG,TTPAL,79183
lymph node,UBERON:0000029,EXPRESSES_AeG,CAPS,828
lymph node,UBERON:0000029,EXPRESSES_AeG,DNTTIP1,116092
lymph node,UBERON:0000029,EXPRESSES_AeG,MTHFD1L,25902
lymph node,UBERON:0000029,EXPRESSES_AeG,VIPAS39,63894
lymph node,UBERON:0000029,EXPRESSES_AeG,CLNK,116449
lymph node,UBERON:0000029,EXPRESSES_AeG,PDAP1,11333
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM219A,203259
lymph node,UBERON:0000029,EXPRESSES_AeG,LPCAT2,54947
lymph node,UBERON:0000029,EXPRESSES_AeG,C19orf43,79002
lymph node,UBERON:0000029,EXPRESSES_AeG,CSF2RA,1438
lymph node,UBERON:0000029,EXPRESSES_AeG,NAA60,79903
lymph node,UBERON:0000029,EXPRESSES_AeG,PLXDC2,84898
lymph node,UBERON:0000029,EXPRESSES_AeG,PFDN2,5202
lymph node,UBERON:0000029,EXPRESSES_AeG,SDCBP,6386
lymph node,UBERON:0000029,EXPRESSES_AeG,DCAF5,8816
lymph node,UBERON:0000029,EXPRESSES_AeG,RHBDD3,25807
lymph node,UBERON:0000029,EXPRESSES_AeG,POLE3,54107
lymph node,UBERON:0000029,EXPRESSES_AeG,NIPBL,25836
lymph node,UBERON:0000029,EXPRESSES_AeG,CSF1R,1436
lymph node,UBERON:0000029,EXPRESSES_AeG,FADD,8772
lymph node,UBERON:0000029,EXPRESSES_AeG,HPSE,10855
lymph node,UBERON:0000029,EXPRESSES_AeG,MTF2,22823
lymph node,UBERON:0000029,EXPRESSES_AeG,INO80C,125476
lymph node,UBERON:0000029,EXPRESSES_AeG,NME3,4832
lymph node,UBERON:0000029,EXPRESSES_AeG,MYLIP,29116
lymph node,UBERON:0000029,EXPRESSES_AeG,OAZ3,51686
lymph node,UBERON:0000029,EXPRESSES_AeG,MYO6,4646
lymph node,UBERON:0000029,EXPRESSES_AeG,VPS36,51028
lymph node,UBERON:0000029,EXPRESSES_AeG,PIGL,9487
lymph node,UBERON:0000029,EXPRESSES_AeG,DCAF17,80067
lymph node,UBERON:0000029,EXPRESSES_AeG,FOXF2,2295
lymph node,UBERON:0000029,EXPRESSES_AeG,SRPX2,27286
lymph node,UBERON:0000029,EXPRESSES_AeG,IMPDH2,3615
lymph node,UBERON:0000029,EXPRESSES_AeG,ATF6B,1388
lymph node,UBERON:0000029,EXPRESSES_AeG,SH3RF2,153769
lymph node,UBERON:0000029,EXPRESSES_AeG,NFYC,4802
lymph node,UBERON:0000029,EXPRESSES_AeG,LUC7L2,51631
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC41A1,254428
lymph node,UBERON:0000029,EXPRESSES_AeG,PNPLA4,8228
lymph node,UBERON:0000029,EXPRESSES_AeG,WDR47,22911
lymph node,UBERON:0000029,EXPRESSES_AeG,CASP10,843
lymph node,UBERON:0000029,EXPRESSES_AeG,CHCHD6,84303
lymph node,UBERON:0000029,EXPRESSES_AeG,MPP5,64398
lymph node,UBERON:0000029,EXPRESSES_AeG,HOXD1,3231
lymph node,UBERON:0000029,EXPRESSES_AeG,PLA2G12A,81579
lymph node,UBERON:0000029,EXPRESSES_AeG,EBNA1BP2,10969
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM219,124446
lymph node,UBERON:0000029,EXPRESSES_AeG,BEND6,221336
lymph node,UBERON:0000029,EXPRESSES_AeG,NOV,4856
lymph node,UBERON:0000029,EXPRESSES_AeG,PLOD3,8985
lymph node,UBERON:0000029,EXPRESSES_AeG,C12orf66,144577
lymph node,UBERON:0000029,EXPRESSES_AeG,USP7,7874
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM111A,63901
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM217,221468
lymph node,UBERON:0000029,EXPRESSES_AeG,TRIM13,10206
lymph node,UBERON:0000029,EXPRESSES_AeG,COL4A3BP,10087
lymph node,UBERON:0000029,EXPRESSES_AeG,AGPAT3,56894
lymph node,UBERON:0000029,EXPRESSES_AeG,PAG1,55824
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM103A1,83640
lymph node,UBERON:0000029,EXPRESSES_AeG,CADM3,57863
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF558,148156
lymph node,UBERON:0000029,EXPRESSES_AeG,TGFB1I1,7041
lymph node,UBERON:0000029,EXPRESSES_AeG,MGAT5,4249
lymph node,UBERON:0000029,EXPRESSES_AeG,TRPC6,7225
lymph node,UBERON:0000029,EXPRESSES_AeG,PPP2R3A,5523
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF749,388567
lymph node,UBERON:0000029,EXPRESSES_AeG,CARD8,22900
lymph node,UBERON:0000029,EXPRESSES_AeG,WNT11,7481
lymph node,UBERON:0000029,EXPRESSES_AeG,ITSN1,6453
lymph node,UBERON:0000029,EXPRESSES_AeG,ACTR1A,10121
lymph node,UBERON:0000029,EXPRESSES_AeG,PHF12,57649
lymph node,UBERON:0000029,EXPRESSES_AeG,ECE2,9718
lymph node,UBERON:0000029,EXPRESSES_AeG,DZIP1L,199221
lymph node,UBERON:0000029,EXPRESSES_AeG,FSCN1,6624
lymph node,UBERON:0000029,EXPRESSES_AeG,CHRD,8646
lymph node,UBERON:0000029,EXPRESSES_AeG,CD244,51744
lymph node,UBERON:0000029,EXPRESSES_AeG,SASS6,163786
lymph node,UBERON:0000029,EXPRESSES_AeG,NOC2L,26155
lymph node,UBERON:0000029,EXPRESSES_AeG,NKAIN2,154215
lymph node,UBERON:0000029,EXPRESSES_AeG,TRAPPC6A,79090
lymph node,UBERON:0000029,EXPRESSES_AeG,GATSL3,652968
lymph node,UBERON:0000029,EXPRESSES_AeG,MLLT3,4300
lymph node,UBERON:0000029,EXPRESSES_AeG,CLCN3,1182
lymph node,UBERON:0000029,EXPRESSES_AeG,SNX10,29887
lymph node,UBERON:0000029,EXPRESSES_AeG,SYTL4,94121
lymph node,UBERON:0000029,EXPRESSES_AeG,DOCK2,1794
lymph node,UBERON:0000029,EXPRESSES_AeG,EVC,2121
lymph node,UBERON:0000029,EXPRESSES_AeG,ELMO2,63916
lymph node,UBERON:0000029,EXPRESSES_AeG,PKN3,29941
lymph node,UBERON:0000029,EXPRESSES_AeG,KCNMB4,27345
lymph node,UBERON:0000029,EXPRESSES_AeG,CD14,929
lymph node,UBERON:0000029,EXPRESSES_AeG,NIPAL3,57185
lymph node,UBERON:0000029,EXPRESSES_AeG,POLK,51426
lymph node,UBERON:0000029,EXPRESSES_AeG,DHRS4L2,317749
lymph node,UBERON:0000029,EXPRESSES_AeG,NME6,10201
lymph node,UBERON:0000029,EXPRESSES_AeG,KRT20,54474
lymph node,UBERON:0000029,EXPRESSES_AeG,C7orf31,136895
lymph node,UBERON:0000029,EXPRESSES_AeG,PPFIBP1,8496
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM169A,26049
lymph node,UBERON:0000029,EXPRESSES_AeG,PYCR1,5831
lymph node,UBERON:0000029,EXPRESSES_AeG,IMPDH1,3614
lymph node,UBERON:0000029,EXPRESSES_AeG,LRTOMT,220074
lymph node,UBERON:0000029,EXPRESSES_AeG,GTF2F1,2962
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF827,152485
lymph node,UBERON:0000029,EXPRESSES_AeG,SMCO4,56935
lymph node,UBERON:0000029,EXPRESSES_AeG,DPCD,25911
lymph node,UBERON:0000029,EXPRESSES_AeG,DACT3,147906
lymph node,UBERON:0000029,EXPRESSES_AeG,KANSL3,55683
lymph node,UBERON:0000029,EXPRESSES_AeG,ANKDD1A,348094
lymph node,UBERON:0000029,EXPRESSES_AeG,AP5S1,55317
lymph node,UBERON:0000029,EXPRESSES_AeG,SELP,6403
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF257,113835
lymph node,UBERON:0000029,EXPRESSES_AeG,NNT,23530
lymph node,UBERON:0000029,EXPRESSES_AeG,CA11,770
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC11A1,6556
lymph node,UBERON:0000029,EXPRESSES_AeG,FGF1,2246
lymph node,UBERON:0000029,EXPRESSES_AeG,FAM73B,84895
lymph node,UBERON:0000029,EXPRESSES_AeG,GATA3,2625
lymph node,UBERON:0000029,EXPRESSES_AeG,CDH2,1000
lymph node,UBERON:0000029,EXPRESSES_AeG,LTBP2,4053
lymph node,UBERON:0000029,EXPRESSES_AeG,PLD2,5338
lymph node,UBERON:0000029,EXPRESSES_AeG,MAPRE1,22919
lymph node,UBERON:0000029,EXPRESSES_AeG,NDNF,79625
lymph node,UBERON:0000029,EXPRESSES_AeG,AP3M1,26985
lymph node,UBERON:0000029,EXPRESSES_AeG,CD200,4345
lymph node,UBERON:0000029,EXPRESSES_AeG,LRIG3,121227
lymph node,UBERON:0000029,EXPRESSES_AeG,ITGAM,3684
lymph node,UBERON:0000029,EXPRESSES_AeG,UVSSA,57654
lymph node,UBERON:0000029,EXPRESSES_AeG,ARMC6,93436
lymph node,UBERON:0000029,EXPRESSES_AeG,GPR68,8111
lymph node,UBERON:0000029,EXPRESSES_AeG,CDK5RAP2,55755
lymph node,UBERON:0000029,EXPRESSES_AeG,PCBP1,5093
lymph node,UBERON:0000029,EXPRESSES_AeG,SYTL2,54843
lymph node,UBERON:0000029,EXPRESSES_AeG,IL1R2,7850
lymph node,UBERON:0000029,EXPRESSES_AeG,GZMB,3002
lymph node,UBERON:0000029,EXPRESSES_AeG,TMEM184C,55751
lymph node,UBERON:0000029,EXPRESSES_AeG,SEC23B,10483
lymph node,UBERON:0000029,EXPRESSES_AeG,ALDH9A1,223
lymph node,UBERON:0000029,EXPRESSES_AeG,MACC1,346389
lymph node,UBERON:0000029,EXPRESSES_AeG,CDKL1,8814
lymph node,UBERON:0000029,EXPRESSES_AeG,N4BP3,23138
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF136,7695
lymph node,UBERON:0000029,EXPRESSES_AeG,PABPC4,8761
lymph node,UBERON:0000029,EXPRESSES_AeG,C7orf60,154743
lymph node,UBERON:0000029,EXPRESSES_AeG,FARS2,10667
lymph node,UBERON:0000029,EXPRESSES_AeG,PDE1C,5137
lymph node,UBERON:0000029,EXPRESSES_AeG,FCRL2,79368
lymph node,UBERON:0000029,EXPRESSES_AeG,PIM2,11040
lymph node,UBERON:0000029,EXPRESSES_AeG,ATP5O,539
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF549,256051
lymph node,UBERON:0000029,EXPRESSES_AeG,ANKRD26,22852
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC15A2,6565
lymph node,UBERON:0000029,EXPRESSES_AeG,ZKSCAN5,23660
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF700,90592
lymph node,UBERON:0000029,EXPRESSES_AeG,PARS2,25973
lymph node,UBERON:0000029,EXPRESSES_AeG,PTAFR,5724
lymph node,UBERON:0000029,EXPRESSES_AeG,UPF3B,65109
lymph node,UBERON:0000029,EXPRESSES_AeG,GALNT10,55568
lymph node,UBERON:0000029,EXPRESSES_AeG,PTGFRN,5738
lymph node,UBERON:0000029,EXPRESSES_AeG,SF3B2,10992
lymph node,UBERON:0000029,EXPRESSES_AeG,ATG4B,23192
lymph node,UBERON:0000029,EXPRESSES_AeG,SNX4,8723
lymph node,UBERON:0000029,EXPRESSES_AeG,USP54,159195
lymph node,UBERON:0000029,EXPRESSES_AeG,CEP152,22995
lymph node,UBERON:0000029,EXPRESSES_AeG,AKT2,208
lymph node,UBERON:0000029,EXPRESSES_AeG,NPIPB15,440348
lymph node,UBERON:0000029,EXPRESSES_AeG,NPIPA2,642799
lymph node,UBERON:0000029,EXPRESSES_AeG,PORCN,64840
lymph node,UBERON:0000029,EXPRESSES_AeG,POLR2G,5436
lymph node,UBERON:0000029,EXPRESSES_AeG,FOLR2,2350
lymph node,UBERON:0000029,EXPRESSES_AeG,GPR162,27239
lymph node,UBERON:0000029,EXPRESSES_AeG,SELL,6402
lymph node,UBERON:0000029,EXPRESSES_AeG,MIPEP,4285
lymph node,UBERON:0000029,EXPRESSES_AeG,TACSTD2,4070
lymph node,UBERON:0000029,EXPRESSES_AeG,ADAMTSL5,339366
lymph node,UBERON:0000029,EXPRESSES_AeG,LYPLAL1,127018
lymph node,UBERON:0000029,EXPRESSES_AeG,YAP1,10413
lymph node,UBERON:0000029,EXPRESSES_AeG,SH2D1A,4068
lymph node,UBERON:0000029,EXPRESSES_AeG,SIRPA,140885
lymph node,UBERON:0000029,EXPRESSES_AeG,OLAH,55301
lymph node,UBERON:0000029,EXPRESSES_AeG,APOL1,8542
lymph node,UBERON:0000029,EXPRESSES_AeG,ZDHHC3,51304
lymph node,UBERON:0000029,EXPRESSES_AeG,E2F4,1874
lymph node,UBERON:0000029,EXPRESSES_AeG,PHF2,5253
lymph node,UBERON:0000029,EXPRESSES_AeG,LAPTM4A,9741
lymph node,UBERON:0000029,EXPRESSES_AeG,MRPL17,63875
lymph node,UBERON:0000029,EXPRESSES_AeG,PRDX3,10935
lymph node,UBERON:0000029,EXPRESSES_AeG,ZNF793,390927
lymph node,UBERON:0000029,EXPRESSES_AeG,PPP1R12B,4660
lymph node,UBERON:0000029,EXPRESSES_AeG,HDAC3,8841
lymph node,UBERON:0000029,EXPRESSES_AeG,SLC38A9,153129
lymph node,UBERON:0000029,EXPRESSES_AeG,PTTG1IP,754
lymph node,UBERON:0000029,EXPRESSES_AeG,CLTA,1211
lymph node,UBERON:0000029,EXPRESSES_AeG,CPEB2,132864
lymph node,UBERON:0000029,EXPRESSES_AeG,MDH2,4191
