Compound,Compound_ID,Relation,Gene,Gene_ID
N-Acetyl-D-glucosamine,DB00141,BINDS_CbG,NAGPA,51172
N-Acetyl-D-glucosamine,DB00141,BINDS_CbG,B4GALT4,8702
N-Acetyl-D-glucosamine,DB00141,BINDS_CbG,B4GALT3,8703
N-Acetyl-D-glucosamine,DB00141,BINDS_CbG,B4GALT1,2683
N-Acetyl-D-glucosamine,DB00141,BINDS_CbG,RENBP,5973
N-Acetyl-D-glucosamine,DB00141,BINDS_CbG,NAGK,55577
N-Acetyl-D-glucosamine,DB00141,BINDS_CbG,B4GALT2,8704
N-Acetyl-D-glucosamine,DB00141,BINDS_CbG,NAGLU,4669
Midazolam,DB00683,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Midazolam,DB00683,BINDS_CbG,SLC22A1,6580
Midazolam,DB00683,BINDS_CbG,CYP2E1,1571
Midazolam,DB00683,BINDS_CbG,GABRR2,2570
Midazolam,DB00683,BINDS_CbG,CYP3A7,1551
Midazolam,DB00683,BINDS_CbG,GABRE,2564
Midazolam,DB00683,BINDS_CbG,CYP2B6,1555
Midazolam,DB00683,BINDS_CbG,CYP3A5,1577
Midazolam,DB00683,BINDS_CbG,ABCB1,5243
Midazolam,DB00683,BINDS_CbG,CYP3A4,1576
Midazolam,DB00683,BINDS_CbG,GABRA2,2555
Midazolam,DB00683,BINDS_CbG,UGT1A4,54657
Midazolam,DB00683,BINDS_CbG,GABRB3,2562
Midazolam,DB00683,BINDS_CbG,CYP4B1,1580
Isometheptene,DB06706,BINDS_CbG,ADRA1A,148
Isometheptene,DB06706,BINDS_CbG,SLC18A2,6571
Proflavine,DB01123,BINDS_CbG,F2,2147
Rufinamide,DB06201,BINDS_CbG,SCN3A,6328
Rufinamide,DB06201,BINDS_CbG,ALB,213
Rufinamide,DB06201,BINDS_CbG,SCN7A,6332
Rufinamide,DB06201,BINDS_CbG,SCN9A,6335
Rufinamide,DB06201,BINDS_CbG,CYP2E1,1571
Rufinamide,DB06201,BINDS_CbG,CYP3A4,1576
Rufinamide,DB06201,BINDS_CbG,CES1,1066
Rufinamide,DB06201,BINDS_CbG,SCN10A,6336
Methoxsalen,DB00553,BINDS_CbG,CYP1A2,1544
Methoxsalen,DB00553,BINDS_CbG,CYP1A1,1543
Methoxsalen,DB00553,BINDS_CbG,CYP2A6,1548
Methoxsalen,DB00553,BINDS_CbG,CYP3A4,1576
Methoxsalen,DB00553,BINDS_CbG,CYP2A13,1553
Memantine,DB01043,BINDS_CbG,CYP2B6,1555
Memantine,DB01043,BINDS_CbG,CYP2C19,1557
Memantine,DB01043,BINDS_CbG,CYP2A6,1548
Misoprostol,DB00929,BINDS_CbG,PTGER3,5733
Misoprostol,DB00929,BINDS_CbG,PTGER2,5732
Misoprostol,DB00929,BINDS_CbG,PTGER4,5734
Articaine,DB09009,BINDS_CbG,SCN3A,6328
Vapreotide,DB04894,BINDS_CbG,TACR1,6869
Vapreotide,DB04894,BINDS_CbG,SSTR2,6752
Secobarbital,DB00418,BINDS_CbG,GABRA2,2555
Secobarbital,DB00418,BINDS_CbG,CYP2C8,1558
Secobarbital,DB00418,BINDS_CbG,CYP1A2,1544
Secobarbital,DB00418,BINDS_CbG,CYP2C9,1559
Prednicarbate,DB01130,BINDS_CbG,NR3C1,2908
Roflumilast,DB01656,BINDS_CbG,PDE4B,5142
Roflumilast,DB01656,BINDS_CbG,PDE4A,5141
Roflumilast,DB01656,BINDS_CbG,PDE4D,5144
Vinorelbine,DB00361,BINDS_CbG,TUBB2B,347733
Vinorelbine,DB00361,BINDS_CbG,ABCB1,5243
Vinorelbine,DB00361,BINDS_CbG,TUBB,203068
Vinorelbine,DB00361,BINDS_CbG,TUBB2A,7280
Vinorelbine,DB00361,BINDS_CbG,CYP2D6,1565
Vinorelbine,DB00361,BINDS_CbG,TUBB4A,10382
Vinorelbine,DB00361,BINDS_CbG,TUBB6,84617
Vinorelbine,DB00361,BINDS_CbG,CYP3A4,1576
Vinorelbine,DB00361,BINDS_CbG,TUBB4B,10383
Mometasone,DB00764,BINDS_CbG,NR3C1,2908
Mometasone,DB00764,BINDS_CbG,CYP2C8,1558
Midodrine,DB00211,BINDS_CbG,ADRA1A,148
Midodrine,DB00211,BINDS_CbG,SLC15A1,6564
Midodrine,DB00211,BINDS_CbG,CYP2D6,1565
Procainamide,DB01035,BINDS_CbG,SLC22A1,6580
Procainamide,DB01035,BINDS_CbG,SLC22A4,6583
Procainamide,DB01035,BINDS_CbG,SLC22A3,6581
Procainamide,DB01035,BINDS_CbG,SCN9A,6335
Procainamide,DB01035,BINDS_CbG,SCN7A,6332
Procainamide,DB01035,BINDS_CbG,ACHE,43
Procainamide,DB01035,BINDS_CbG,SCN10A,6336
Procainamide,DB01035,BINDS_CbG,BCHE,590
Procainamide,DB01035,BINDS_CbG,DNMT1,1786
Procainamide,DB01035,BINDS_CbG,SCN3A,6328
Procainamide,DB01035,BINDS_CbG,CYP2D6,1565
Procainamide,DB01035,BINDS_CbG,SLC22A5,6584
Aluminium,DB01370,BINDS_CbG,ATP1A1,476
Aluminium,DB01370,BINDS_CbG,TF,7018
Oxymetazoline,DB00935,BINDS_CbG,NISCH,11188
Oxymetazoline,DB00935,BINDS_CbG,HTR2B,3357
Oxymetazoline,DB00935,BINDS_CbG,ADRA1A,148
Oxymetazoline,DB00935,BINDS_CbG,HTR2A,3356
Oxymetazoline,DB00935,BINDS_CbG,ADRA2C,152
Oxymetazoline,DB00935,BINDS_CbG,ADRA2A,150
Carboplatin,DB00958,BINDS_CbG,SOD1,6647
Carboplatin,DB00958,BINDS_CbG,ABCG2,9429
Carboplatin,DB00958,BINDS_CbG,MT1A,4489
Carboplatin,DB00958,BINDS_CbG,GSTM1,2944
Carboplatin,DB00958,BINDS_CbG,MT2A,4502
Carboplatin,DB00958,BINDS_CbG,XDH,7498
Carboplatin,DB00958,BINDS_CbG,ATP7A,538
Carboplatin,DB00958,BINDS_CbG,GSTT1,2952
Carboplatin,DB00958,BINDS_CbG,ATP7B,540
Carboplatin,DB00958,BINDS_CbG,MPO,4353
Carboplatin,DB00958,BINDS_CbG,GSTP1,2950
Carboplatin,DB00958,BINDS_CbG,ABCC2,1244
Carboplatin,DB00958,BINDS_CbG,SLC31A1,1317
Carboplatin,DB00958,BINDS_CbG,SLC31A2,1318
Carboplatin,DB00958,BINDS_CbG,NQO1,1728
Terazosin,DB01162,BINDS_CbG,ADRA1A,148
Terazosin,DB01162,BINDS_CbG,KCNH2,3757
Terazosin,DB01162,BINDS_CbG,ABCB1,5243
Rocuronium,DB00728,BINDS_CbG,SLC22A1,6580
Rocuronium,DB00728,BINDS_CbG,SLCO1A2,6579
Rocuronium,DB00728,BINDS_CbG,CHRNB1,1140
Bicalutamide,DB01128,BINDS_CbG,CYP2C9,1559
Bicalutamide,DB01128,BINDS_CbG,CYP2D6,1565
Bicalutamide,DB01128,BINDS_CbG,CYP2C19,1557
Bicalutamide,DB01128,BINDS_CbG,AR,367
Bicalutamide,DB01128,BINDS_CbG,CYP3A4,1576
L-Valine,DB00161,BINDS_CbG,PCCB,5096
L-Valine,DB00161,BINDS_CbG,BCAT1,586
L-Valine,DB00161,BINDS_CbG,SLC16A10,117247
L-Valine,DB00161,BINDS_CbG,VARS,7407
Eletriptan,DB00216,BINDS_CbG,CYP2C9,1559
Eletriptan,DB00216,BINDS_CbG,CYP2C19,1557
Eletriptan,DB00216,BINDS_CbG,CYP2D6,1565
Eletriptan,DB00216,BINDS_CbG,CYP3A4,1576
Eletriptan,DB00216,BINDS_CbG,CYP2A6,1548
Eletriptan,DB00216,BINDS_CbG,ABCB1,5243
Eletriptan,DB00216,BINDS_CbG,HTR2B,3357
Eletriptan,DB00216,BINDS_CbG,HTR7,3363
Eletriptan,DB00216,BINDS_CbG,PTGS1,5742
Chlorambucil,DB00291,BINDS_CbG,SLCO1A2,6579
Chlorambucil,DB00291,BINDS_CbG,GSTP1,2950
Clomipramine,DB01242,BINDS_CbG,GSTP1,2950
Clomipramine,DB01242,BINDS_CbG,ABCB1,5243
Clomipramine,DB01242,BINDS_CbG,HTR2B,3357
Clomipramine,DB01242,BINDS_CbG,CYP3A4,1576
Clomipramine,DB01242,BINDS_CbG,HTR2A,3356
Clomipramine,DB01242,BINDS_CbG,SLC6A2,6530
Clomipramine,DB01242,BINDS_CbG,CYP2C19,1557
Clomipramine,DB01242,BINDS_CbG,CYP1A2,1544
Clomipramine,DB01242,BINDS_CbG,ALB,213
Clomipramine,DB01242,BINDS_CbG,ADRA2A,150
Clomipramine,DB01242,BINDS_CbG,CYP2D6,1565
Clomipramine,DB01242,BINDS_CbG,HRH2,3274
Nicardipine,DB00622,BINDS_CbG,CACNA1C,775
Nicardipine,DB00622,BINDS_CbG,CYP3A4,1576
Nicardipine,DB00622,BINDS_CbG,CALM1,801
Nicardipine,DB00622,BINDS_CbG,CYP2B6,1555
Nicardipine,DB00622,BINDS_CbG,CYP3A5,1577
Nicardipine,DB00622,BINDS_CbG,PDE1B,5153
Nicardipine,DB00622,BINDS_CbG,ABCB1,5243
Nicardipine,DB00622,BINDS_CbG,CYP2C19,1557
Nicardipine,DB00622,BINDS_CbG,PDE1A,5136
Nicardipine,DB00622,BINDS_CbG,CALM2,805
Nicardipine,DB00622,BINDS_CbG,CYP2E1,1571
Nicardipine,DB00622,BINDS_CbG,CYP2C9,1559
Nicardipine,DB00622,BINDS_CbG,CACNA1D,776
Nicardipine,DB00622,BINDS_CbG,CYP2C8,1558
Nicardipine,DB00622,BINDS_CbG,CACNA2D1,781
Nicardipine,DB00622,BINDS_CbG,CALM3,808
Nicardipine,DB00622,BINDS_CbG,ADRA1A,148
Nicardipine,DB00622,BINDS_CbG,CYP2D6,1565
Nicardipine,DB00622,BINDS_CbG,CACNB2,783
Flurazepam,DB00690,BINDS_CbG,GABRR2,2570
Flurazepam,DB00690,BINDS_CbG,CYP3A4,1576
Flurazepam,DB00690,BINDS_CbG,GABRB3,2562
Flurazepam,DB00690,BINDS_CbG,CYP2E1,1571
Flurazepam,DB00690,BINDS_CbG,GABRE,2564
Flurazepam,DB00690,BINDS_CbG,GABRA2,2555
Flurazepam,DB00690,BINDS_CbG,CYP2A6,1548
Flurazepam,DB00690,BINDS_CbG,ABCB1,5243
Amantadine,DB00915,BINDS_CbG,DDC,1644
Amantadine,DB00915,BINDS_CbG,SIGMAR1,10280
Amantadine,DB00915,BINDS_CbG,MAOB,4129
Amantadine,DB00915,BINDS_CbG,ABCB1,5243
Amantadine,DB00915,BINDS_CbG,SLC22A1,6580
Ximelagatran,DB04898,BINDS_CbG,CYP2C9,1559
Ximelagatran,DB04898,BINDS_CbG,F2,2147
Fulvestrant,DB00947,BINDS_CbG,NR1H4,9971
Fulvestrant,DB00947,BINDS_CbG,ESR2,2100
Fulvestrant,DB00947,BINDS_CbG,CYP3A4,1576
Fulvestrant,DB00947,BINDS_CbG,ESR1,2099
Fulvestrant,DB00947,BINDS_CbG,ESRRA,2101
Fulvestrant,DB00947,BINDS_CbG,EPHX2,2053
Drotaverine,DB06751,BINDS_CbG,PDE4A,5141
Drotaverine,DB06751,BINDS_CbG,CACNA1C,775
Cefmetazole,DB00274,BINDS_CbG,SLC15A1,6564
Cefmetazole,DB00274,BINDS_CbG,ALB,213
Cefmetazole,DB00274,BINDS_CbG,SLC15A2,6565
Adapalene,DB00210,BINDS_CbG,RARG,5916
Adapalene,DB00210,BINDS_CbG,RARB,5915
Adapalene,DB00210,BINDS_CbG,RXRB,6257
Adapalene,DB00210,BINDS_CbG,RXRA,6256
Adapalene,DB00210,BINDS_CbG,RARA,5914
Adenosine triphosphate,DB00171,BINDS_CbG,ADRBK1,156
Adenosine triphosphate,DB00171,BINDS_CbG,ARAF,369
Adenosine triphosphate,DB00171,BINDS_CbG,ACSS1,84532
Adenosine triphosphate,DB00171,BINDS_CbG,ACVRL1,94
Adenosine triphosphate,DB00171,BINDS_CbG,ADCY1,107
Adenosine triphosphate,DB00171,BINDS_CbG,SLC25A4,291
Adenosine triphosphate,DB00171,BINDS_CbG,AMHR2,269
Adenosine triphosphate,DB00171,BINDS_CbG,ASNS,440
Adenosine triphosphate,DB00171,BINDS_CbG,TNK2,10188
Adenosine triphosphate,DB00171,BINDS_CbG,PRKAA1,5562
Adenosine triphosphate,DB00171,BINDS_CbG,ACSS2,55902
Adenosine triphosphate,DB00171,BINDS_CbG,AKT1,207
Adenosine triphosphate,DB00171,BINDS_CbG,ABCC2,1244
Adenosine triphosphate,DB00171,BINDS_CbG,ASS1,445
Adenosine triphosphate,DB00171,BINDS_CbG,NAE1,8883
Adenosine triphosphate,DB00171,BINDS_CbG,ASNA1,439
Adenosine triphosphate,DB00171,BINDS_CbG,APAF1,317
Adenosine triphosphate,DB00171,BINDS_CbG,ABCG1,9619
Adenosine triphosphate,DB00171,BINDS_CbG,ABCB11,8647
Adenosine triphosphate,DB00171,BINDS_CbG,HSPA1A,3303
Adenosine triphosphate,DB00171,BINDS_CbG,AFG3L2,10939
Adenosine triphosphate,DB00171,BINDS_CbG,HSPA1B,3304
Adenosine triphosphate,DB00171,BINDS_CbG,ACVR1B,91
Adenosine triphosphate,DB00171,BINDS_CbG,ADK,132
Adenosine triphosphate,DB00171,BINDS_CbG,ACSL1,2180
Adenosine triphosphate,DB00171,BINDS_CbG,ABCC8,6833
Adenosine triphosphate,DB00171,BINDS_CbG,ADRBK2,157
Adenosine triphosphate,DB00171,BINDS_CbG,ABCC9,10060
Adenosine triphosphate,DB00171,BINDS_CbG,NT5C2,22978
Adenosine triphosphate,DB00171,BINDS_CbG,ALK,238
Adenosine triphosphate,DB00171,BINDS_CbG,ACVR1,90
Adenosine triphosphate,DB00171,BINDS_CbG,ABCB1,5243
Adenosine triphosphate,DB00171,BINDS_CbG,ABL2,27
Adenosine triphosphate,DB00171,BINDS_CbG,ABCA1,19
Adenosine triphosphate,DB00171,BINDS_CbG,ABL1,25
Thiabendazole,DB00730,BINDS_CbG,CYP1A2,1544
Thiabendazole,DB00730,BINDS_CbG,CYP1A1,1543
Amyl Nitrite,DB01612,BINDS_CbG,NPR1,4881
Amyl Nitrite,DB01612,BINDS_CbG,ALDH2,217
Fomepizole,DB01213,BINDS_CbG,ADH1A,124
Fomepizole,DB01213,BINDS_CbG,CYP2E1,1571
Fomepizole,DB01213,BINDS_CbG,CYP2A6,1548
Fomepizole,DB01213,BINDS_CbG,ADH1B,125
Fomepizole,DB01213,BINDS_CbG,ADH1C,126
Fomepizole,DB01213,BINDS_CbG,CAT,847
Enalapril,DB00584,BINDS_CbG,ACE,1636
Enalapril,DB00584,BINDS_CbG,SLCO1A2,6579
Enalapril,DB00584,BINDS_CbG,CYP3A4,1576
Enalapril,DB00584,BINDS_CbG,ABCB1,5243
Enalapril,DB00584,BINDS_CbG,SLC22A7,10864
Enalapril,DB00584,BINDS_CbG,SLC15A1,6564
Phenylbutazone,DB00812,BINDS_CbG,CYP2C9,1559
Phenylbutazone,DB00812,BINDS_CbG,PTGIS,5740
Phenylbutazone,DB00812,BINDS_CbG,CYP3A4,1576
Phenylbutazone,DB00812,BINDS_CbG,PTGS2,5743
Phenylbutazone,DB00812,BINDS_CbG,SLC22A11,55867
Phenylbutazone,DB00812,BINDS_CbG,PTGS1,5742
Eltrombopag,DB06210,BINDS_CbG,SLCO1B1,10599
Eltrombopag,DB06210,BINDS_CbG,CYP1A2,1544
Eltrombopag,DB06210,BINDS_CbG,UGT1A3,54659
Eltrombopag,DB06210,BINDS_CbG,CYP2C8,1558
Eltrombopag,DB06210,BINDS_CbG,UGT1A1,54658
Lindane,DB00431,BINDS_CbG,GLRB,2743
Temazepam,DB00231,BINDS_CbG,GABRE,2564
Temazepam,DB00231,BINDS_CbG,CYP2C8,1558
Temazepam,DB00231,BINDS_CbG,GABRA2,2555
Temazepam,DB00231,BINDS_CbG,CYP3A4,1576
Temazepam,DB00231,BINDS_CbG,GABRB3,2562
Temazepam,DB00231,BINDS_CbG,CYP2B6,1555
Temazepam,DB00231,BINDS_CbG,TSPO,706
Temazepam,DB00231,BINDS_CbG,CYP2C19,1557
Temazepam,DB00231,BINDS_CbG,CYP2C9,1559
Temazepam,DB00231,BINDS_CbG,GABRR2,2570
Pravastatin,DB00175,BINDS_CbG,ABCG2,9429
Pravastatin,DB00175,BINDS_CbG,CYP2C8,1558
Pravastatin,DB00175,BINDS_CbG,HMGCR,3156
Pravastatin,DB00175,BINDS_CbG,ABCC2,1244
Pravastatin,DB00175,BINDS_CbG,CYP2C9,1559
Pravastatin,DB00175,BINDS_CbG,SLCO1A2,6579
Pravastatin,DB00175,BINDS_CbG,SLC22A7,10864
Pravastatin,DB00175,BINDS_CbG,CYP3A5,1577
Pravastatin,DB00175,BINDS_CbG,SLCO1B1,10599
Pravastatin,DB00175,BINDS_CbG,SLC22A11,55867
Pravastatin,DB00175,BINDS_CbG,CYP2D6,1565
Pravastatin,DB00175,BINDS_CbG,CYP3A4,1576
Pravastatin,DB00175,BINDS_CbG,SLC16A1,6566
Pravastatin,DB00175,BINDS_CbG,ABCB11,8647
Pravastatin,DB00175,BINDS_CbG,ABCB1,5243
Pravastatin,DB00175,BINDS_CbG,SLCO2B1,11309
Pravastatin,DB00175,BINDS_CbG,SLCO1B3,28234
Eplerenone,DB00700,BINDS_CbG,CYP3A4,1576
Eplerenone,DB00700,BINDS_CbG,CYP11B2,1585
Eplerenone,DB00700,BINDS_CbG,CYP3A7,1551
Eplerenone,DB00700,BINDS_CbG,CYP3A5,1577
Eplerenone,DB00700,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Eplerenone,DB00700,BINDS_CbG,NR3C2,4306
Flunarizine,DB04841,BINDS_CbG,CALM2,805
Flunarizine,DB04841,BINDS_CbG,CYP2D6,1565
Flunarizine,DB04841,BINDS_CbG,HRH1,3269
Flunarizine,DB04841,BINDS_CbG,CYP2A6,1548
Flunarizine,DB04841,BINDS_CbG,CALM3,808
Flunarizine,DB04841,BINDS_CbG,CACNA1I,8911
Flunarizine,DB04841,BINDS_CbG,CYP1A1,1543
Flunarizine,DB04841,BINDS_CbG,CYP1A2,1544
Flunarizine,DB04841,BINDS_CbG,CYP2B6,1555
Flunarizine,DB04841,BINDS_CbG,CALM1,801
Flunarizine,DB04841,BINDS_CbG,CYP2C9,1559
Flunarizine,DB04841,BINDS_CbG,CACNA1H,8912
Rosiglitazone,DB00412,BINDS_CbG,CYP2D6,1565
Rosiglitazone,DB00412,BINDS_CbG,PPARG,5468
Rosiglitazone,DB00412,BINDS_CbG,SLCO1B1,10599
Rosiglitazone,DB00412,BINDS_CbG,ALB,213
Rosiglitazone,DB00412,BINDS_CbG,PTGS1,5742
Rosiglitazone,DB00412,BINDS_CbG,CYP2C9,1559
Rosiglitazone,DB00412,BINDS_CbG,CYP2A6,1548
Rosiglitazone,DB00412,BINDS_CbG,CYP2C8,1558
Rosiglitazone,DB00412,BINDS_CbG,CYP2C19,1557
Rosiglitazone,DB00412,BINDS_CbG,CYP1A2,1544
Rosiglitazone,DB00412,BINDS_CbG,ACSL4,2182
Estrone,DB00655,BINDS_CbG,CYP2C9,1559
Estrone,DB00655,BINDS_CbG,ALB,213
Estrone,DB00655,BINDS_CbG,SLCO1A2,6579
Estrone,DB00655,BINDS_CbG,SHBG,6462
Estrone,DB00655,BINDS_CbG,ABCB1,5243
Estrone,DB00655,BINDS_CbG,CYP4A11,1579
Estrone,DB00655,BINDS_CbG,ESR1,2099
Estrone,DB00655,BINDS_CbG,CYP1B1,1545
Estrone,DB00655,BINDS_CbG,CYP3A5,1577
Estrone,DB00655,BINDS_CbG,SLCO2B1,11309
Estrone,DB00655,BINDS_CbG,CYP2E1,1571
Estrone,DB00655,BINDS_CbG,SLCO1B1,10599
Estrone,DB00655,BINDS_CbG,CYP1A2,1544
Estrone,DB00655,BINDS_CbG,ABCG2,9429
Estrone,DB00655,BINDS_CbG,CYP3A4,1576
Estrone,DB00655,BINDS_CbG,CYP2B6,1555
Estrone,DB00655,BINDS_CbG,ESR2,2100
Estrone,DB00655,BINDS_CbG,CYP1A1,1543
Eribulin,DB08871,BINDS_CbG,TUBB2A,7280
Eribulin,DB08871,BINDS_CbG,TUBB4B,10383
Eribulin,DB08871,BINDS_CbG,TUBB,203068
Eribulin,DB08871,BINDS_CbG,TUBB4A,10382
Eribulin,DB08871,BINDS_CbG,TUBB2B,347733
Eribulin,DB08871,BINDS_CbG,TUBB6,84617
Dicyclomine,DB00804,BINDS_CbG,CYP1A1,1543
Oxazepam,DB00842,BINDS_CbG,CYP3A5,1577
Oxazepam,DB00842,BINDS_CbG,CYP3A43,64816
Oxazepam,DB00842,BINDS_CbG,CYP3A4,1576
Oxazepam,DB00842,BINDS_CbG,GABRE,2564
Oxazepam,DB00842,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Oxazepam,DB00842,BINDS_CbG,GABRB3,2562
Oxazepam,DB00842,BINDS_CbG,CYP3A7,1551
Oxazepam,DB00842,BINDS_CbG,UGT2B15,7366
Oxazepam,DB00842,BINDS_CbG,GABRR2,2570
Oxazepam,DB00842,BINDS_CbG,GABRA2,2555
Oxazepam,DB00842,BINDS_CbG,UGT2B7,7364
Oxazepam,DB00842,BINDS_CbG,UGT1A9,54600
Iloprost,DB01088,BINDS_CbG,SLCO2A1,6578
Iloprost,DB01088,BINDS_CbG,SLCO3A1,28232
Iloprost,DB01088,BINDS_CbG,PDE4A,5141
Iloprost,DB01088,BINDS_CbG,PDE4D,5144
Iloprost,DB01088,BINDS_CbG,PTGER1,5731
Iloprost,DB01088,BINDS_CbG,PTGIR,5739
Iloprost,DB01088,BINDS_CbG,PLAT,5327
Iloprost,DB01088,BINDS_CbG,SLCO2B1,11309
Iloprost,DB01088,BINDS_CbG,PDE4B,5142
Trametinib,DB08911,BINDS_CbG,CYP3A4,1576
Trametinib,DB08911,BINDS_CbG,CYP2C8,1558
Trametinib,DB08911,BINDS_CbG,MAP2K2,5605
Trametinib,DB08911,BINDS_CbG,MAP2K1,5604
Celecoxib,DB00482,BINDS_CbG,CA9,768
Celecoxib,DB00482,BINDS_CbG,CYP3A4,1576
Celecoxib,DB00482,BINDS_CbG,CA5B,11238
Celecoxib,DB00482,BINDS_CbG,CA5A,763
Celecoxib,DB00482,BINDS_CbG,CA2,760
Celecoxib,DB00482,BINDS_CbG,PDPK1,5170
Celecoxib,DB00482,BINDS_CbG,CA14,23632
Celecoxib,DB00482,BINDS_CbG,ORM1,5004
Celecoxib,DB00482,BINDS_CbG,CYP2D6,1565
Celecoxib,DB00482,BINDS_CbG,CA4,762
Celecoxib,DB00482,BINDS_CbG,ABCC4,10257
Celecoxib,DB00482,BINDS_CbG,PTGS2,5743
Celecoxib,DB00482,BINDS_CbG,CYP2C9,1559
Celecoxib,DB00482,BINDS_CbG,MAPK14,1432
Celecoxib,DB00482,BINDS_CbG,ALB,213
Levocabastine,DB01106,BINDS_CbG,HRH1,3269
Adenosine,DB00640,BINDS_CbG,ADK,132
Adenosine,DB00640,BINDS_CbG,ADORA1,134
Adenosine,DB00640,BINDS_CbG,ADORA2A,135
Adenosine,DB00640,BINDS_CbG,DPP4,1803
Adenosine,DB00640,BINDS_CbG,ADA,100
Adenosine,DB00640,BINDS_CbG,SLC28A3,64078
Conivaptan,DB00872,BINDS_CbG,CYP3A4,1576
Conivaptan,DB00872,BINDS_CbG,AVPR1A,552
Mupirocin,DB00410,BINDS_CbG,IARS,3376
Hydromorphone,DB00327,BINDS_CbG,CYP2C9,1559
Hydromorphone,DB00327,BINDS_CbG,CYP2D6,1565
Hydromorphone,DB00327,BINDS_CbG,CYP3A4,1576
Hydromorphone,DB00327,BINDS_CbG,PTGS1,5742
Hydromorphone,DB00327,BINDS_CbG,UGT1A9,54600
Bromazepam,DB01558,BINDS_CbG,CYP1A2,1544
Bromazepam,DB01558,BINDS_CbG,CYP3A4,1576
Bromazepam,DB01558,BINDS_CbG,GABRE,2564
Bromazepam,DB01558,BINDS_CbG,CYP2E1,1571
Bromazepam,DB01558,BINDS_CbG,GABRR2,2570
Bromazepam,DB01558,BINDS_CbG,GABRA2,2555
Bromazepam,DB01558,BINDS_CbG,GABRB3,2562
Bromazepam,DB01558,BINDS_CbG,CYP2C19,1557
Rifampicin,DB01045,BINDS_CbG,ABCC2,1244
Rifampicin,DB01045,BINDS_CbG,ABCC1,4363
Rifampicin,DB01045,BINDS_CbG,CYP2B6,1555
Rifampicin,DB01045,BINDS_CbG,CYP3A5,1577
Rifampicin,DB01045,BINDS_CbG,CYP3A4,1576
Rifampicin,DB01045,BINDS_CbG,ABCB1,5243
Rifampicin,DB01045,BINDS_CbG,SLCO1B3,28234
Rifampicin,DB01045,BINDS_CbG,SLCO1A2,6579
Rifampicin,DB01045,BINDS_CbG,CYP4A11,1579
Rifampicin,DB01045,BINDS_CbG,CYP1A2,1544
Rifampicin,DB01045,BINDS_CbG,CYP2C8,1558
Rifampicin,DB01045,BINDS_CbG,NR1I2,8856
Rifampicin,DB01045,BINDS_CbG,SLCO1B1,10599
Rifampicin,DB01045,BINDS_CbG,ABCB11,8647
Rifampicin,DB01045,BINDS_CbG,CYP2C9,1559
Rifampicin,DB01045,BINDS_CbG,ABCC3,8714
Rifampicin,DB01045,BINDS_CbG,SLCO2B1,11309
Rifampicin,DB01045,BINDS_CbG,CYP2C19,1557
Rifampicin,DB01045,BINDS_CbG,SLC22A7,10864
Rifampicin,DB01045,BINDS_CbG,ABCC5,10057
Rifampicin,DB01045,BINDS_CbG,CYP2E1,1571
Rifampicin,DB01045,BINDS_CbG,UGT1A1,54658
Rifampicin,DB01045,BINDS_CbG,CYP3A7,1551
Rifampicin,DB01045,BINDS_CbG,CYP3A7-CYP3A51P,100861540
Rifampicin,DB01045,BINDS_CbG,CYP2A6,1548
Rifampicin,DB01045,BINDS_CbG,CYP3A43,64816
L-Methionine,DB00134,BINDS_CbG,MAT2A,4144
L-Methionine,DB00134,BINDS_CbG,MAT2B,27430
L-Methionine,DB00134,BINDS_CbG,MSRB1,51734
L-Methionine,DB00134,BINDS_CbG,METAP2,10988
L-Methionine,DB00134,BINDS_CbG,BHMT2,23743
L-Methionine,DB00134,BINDS_CbG,MTR,4548
L-Methionine,DB00134,BINDS_CbG,GLUL,2752
L-Methionine,DB00134,BINDS_CbG,MTHFR,4524
L-Methionine,DB00134,BINDS_CbG,MTRR,4552
L-Methionine,DB00134,BINDS_CbG,MAT1A,4143
L-Methionine,DB00134,BINDS_CbG,MARS,4141
L-Methionine,DB00134,BINDS_CbG,MSRB2,22921
L-Methionine,DB00134,BINDS_CbG,MARS2,92935
L-Methionine,DB00134,BINDS_CbG,MSRA,4482
L-Methionine,DB00134,BINDS_CbG,BHMT,635
L-Methionine,DB00134,BINDS_CbG,SLC16A10,117247
Clofarabine,DB00631,BINDS_CbG,RRM2,6241
Clofarabine,DB00631,BINDS_CbG,POLA1,5422
Clofarabine,DB00631,BINDS_CbG,DCK,1633
Clofarabine,DB00631,BINDS_CbG,ABCG2,9429
Clofarabine,DB00631,BINDS_CbG,RRM1,6240
Fludiazepam,DB01567,BINDS_CbG,GABRA2,2555
Fludiazepam,DB01567,BINDS_CbG,GABRR2,2570
Fludiazepam,DB01567,BINDS_CbG,GABRE,2564
Fludiazepam,DB01567,BINDS_CbG,GABRB3,2562
Bexarotene,DB00307,BINDS_CbG,CYP3A4,1576
Bexarotene,DB00307,BINDS_CbG,RXRB,6257
Bexarotene,DB00307,BINDS_CbG,CYP2C9,1559
Bexarotene,DB00307,BINDS_CbG,RXRA,6256
Mifepristone,DB00834,BINDS_CbG,ABCB1,5243
Mifepristone,DB00834,BINDS_CbG,CYP3A7-CYP3A51P,100861540
