"","name","Degree","Aspect"
"8024","LAX1",1,"Out degree"
"8025","LAYN",0,"Out degree"
"8026","LBH",1,"Out degree"
"8027","LBHD1",0,"Out degree"
"8028","LBP",2,"Out degree"
"8029","LBR",2,"Out degree"
"8030","LBX2",0,"Out degree"
"8031","LCA5",1,"Out degree"
"8032","LCAT",2,"Out degree"
"8033","LCK",2,"Out degree"
"8034","LCLAT1",2,"Out degree"
"8035","LCMT1",1,"Out degree"
"8036","LCN12",2,"Out degree"
"8037","LCN2",2,"Out degree"
"8038","LCN6",1,"Out degree"
"8039","LCN8",0,"Out degree"
"8040","LCOR",2,"Out degree"
"8041","LCORL",1,"Out degree"
"8042","LCP1",1,"Out degree"
"8043","LCP2",19,"Out degree"
"8044","LCTL",1,"Out degree"
"8045","LDAH",1,"Out degree"
"8046","LDB1",1,"Out degree"
"8047","LDB2",2,"Out degree"
"8048","LDB3",1,"Out degree"
"8049","LDHA",2,"Out degree"
"8050","LDHB",8,"Out degree"
"8051","LDHC",2,"Out degree"
"8052","LDHD",2,"Out degree"
"8053","LDL endocytosis",0,"Out degree"
"8054","LDLR",23,"Out degree"
"8055","LDLRAD3",1,"Out degree"
"8056","LDLRAD4",1,"Out degree"
"8057","LDLRAP1",2,"Out degree"
"8058","LDOC1",1,"Out degree"
"8059","LDOC1L",0,"Out degree"
"8060","Leading Strand Synthesis",0,"Out degree"
"8061","LEAP2",1,"Out degree"
"8062","learning or memory",0,"Out degree"
"8063","LECT2",2,"Out degree"
"8064","LEF1",2,"Out degree"
"8065","Leflunomide",6,"Out degree"
"8066","LEFTY1",2,"Out degree"
"8067","LEMD2",2,"Out degree"
"8068","LEMD3",2,"Out degree"
"8069","Lenalidomide",5,"Out degree"
"8070","LENG8",0,"Out degree"
"8071","LEO1",2,"Out degree"
"8072","LEP",2,"Out degree"
"8073","LEPR",2,"Out degree"
"8074","LEPROT",1,"Out degree"
"8075","LEPROTL1",0,"Out degree"
"8076","Leptin signaling pathway",0,"Out degree"
"8077","Lercanidipine",7,"Out degree"
"8078","LETM1",1,"Out degree"
"8079","LETM2",0,"Out degree"
"8080","LETMD1",0,"Out degree"
"8081","Letrozole",3,"Out degree"
"8082","Leucovorin",4,"Out degree"
"8083","leukocyte activation",0,"Out degree"
"8084","leukocyte tethering or rolling",0,"Out degree"
"8085","Levetiracetam",4,"Out degree"
"8086","Levobupivacaine",3,"Out degree"
"8087","Levocabastine",1,"Out degree"
"8088","Levofloxacin",5,"Out degree"
"8089","Levomethadyl Acetate",6,"Out degree"
"8090","Levomilnacipran",7,"Out degree"
"8091","Levonordefrin",4,"Out degree"
"8092","Levonorgestrel",7,"Out degree"
"8093","Levosimendan",4,"Out degree"
"8094","Levothyroxine",16,"Out degree"
"8095","LFNG",2,"Out degree"
"8096","LGALS1",2,"Out degree"
"8097","LGALS12",1,"Out degree"
"8098","LGALS2",0,"Out degree"
"8099","LGALS3",2,"Out degree"
"8100","LGALS3BP",1,"Out degree"
"8101","LGALS4",0,"Out degree"
"8102","LGALS8",1,"Out degree"
"8103","LGALS9",1,"Out degree"
"8104","LGALS9C",0,"Out degree"
"8105","LGALSL",0,"Out degree"
"8106","LGI2",0,"Out degree"
"8107","LGI4",1,"Out degree"
"8108","LGMN",2,"Out degree"
"8109","LGR4",2,"Out degree"
"8110","LGR6",2,"Out degree"
"8111","LGSN",1,"Out degree"
"8112","LHFP",0,"Out degree"
"8113","LHFPL2",0,"Out degree"
"8114","LHPP",1,"Out degree"
"8115","LHX2",2,"Out degree"
"8116","LHX6",1,"Out degree"
"8117","LIAS",1,"Out degree"
"8118","Lidocaine",17,"Out degree"
"8119","Lidocaine metabolism",0,"Out degree"
"8120","LIF",2,"Out degree"
"8121","LIFR",2,"Out degree"
"8122","LIG1",33,"Out degree"
"8123","LIG3",2,"Out degree"
"8124","LIG4",2,"Out degree"
"8125","ligament",0,"Out degree"
"8126","Ligand-gated ion channel transport",0,"Out degree"
"8127","LILRA4",1,"Out degree"
"8128","LILRB1",2,"Out degree"
"8129","LILRB2",2,"Out degree"
"8130","LILRB4",2,"Out degree"
"8131","LILRB5",2,"Out degree"
"8132","LIMA1",2,"Out degree"
"8133","limb development",0,"Out degree"
"8134","LIMCH1",1,"Out degree"
"8135","LIMD1",1,"Out degree"
"8136","LIMD2",0,"Out degree"
"8137","LIME1",1,"Out degree"
"8138","LIMK1",2,"Out degree"
"8139","LIMK2",2,"Out degree"
"8140","LIMS1",2,"Out degree"
"8141","LIMS2",2,"Out degree"
"8142","LIN37",2,"Out degree"
"8143","LIN52",2,"Out degree"
"8144","LIN54",2,"Out degree"
"8145","LIN7B",1,"Out degree"
"8146","LIN7C",1,"Out degree"
"8147","LIN9",2,"Out degree"
"8148","Linagliptin",3,"Out degree"
"8149","Lindane",1,"Out degree"
"8150","Linezolid",2,"Out degree"
"8151","LINGO1",2,"Out degree"
"8152","Linoleic acid (LA) metabolism",0,"Out degree"
"8153","Liothyronine",15,"Out degree"
"8154","Liotrix",16,"Out degree"
"8155","LIPA",2,"Out degree"
"8156","LIPC",2,"Out degree"
"8157","LIPE",2,"Out degree"
"8158","LIPG",1,"Out degree"
"8159","LIPH",1,"Out degree"
"8160","Lipid and lipoprotein metabolism",0,"Out degree"
"8161","lipid biosynthetic process",0,"Out degree"
"8162","lipid digestion",0,"Out degree"
"8163","lipid homeostasis",0,"Out degree"
"8164","lipid localization",0,"Out degree"
"8165","lipid modification",0,"Out degree"
"8166","lipid particle organization",0,"Out degree"
"8167","lipid translocation",0,"Out degree"
"8168","Lipoic Acid",5,"Out degree"
"8169","lipoprotein metabolic process",0,"Out degree"
"8170","Lipoprotein metabolism",0,"Out degree"
"8171","LIPT1",1,"Out degree"
"8172","LIPT2",1,"Out degree"
"8173","Lisdexamfetamine",2,"Out degree"
"8174","Lisinopril",4,"Out degree"
"8175","Lissencephaly gene (LIS1) in neuronal migration and development",0,"Out degree"
"8176","Lisuride",6,"Out degree"
"8177","LITAF",1,"Out degree"
"8178","Lithium",5,"Out degree"
"8179","liver",1026,"Out degree"
"8180","liver regeneration",0,"Out degree"
"8181","Liver X Receptor Pathway",0,"Out degree"
"8182","LIX1L",1,"Out degree"
"8183","LKB1 signaling events",0,"Out degree"
"8184","LLGL1",1,"Out degree"
"8185","LLGL2",1,"Out degree"
"8186","LLPH",0,"Out degree"
"8187","LMAN1",2,"Out degree"
"8188","LMAN2",1,"Out degree"
"8189","LMAN2L",1,"Out degree"
"8190","LMBR1",1,"Out degree"
"8191","LMBR1L",1,"Out degree"
"8192","LMBRD1",2,"Out degree"
"8193","LMBRD2",0,"Out degree"
"8194","LMCD1",1,"Out degree"
"8195","LMF1",1,"Out degree"
"8196","LMF2",0,"Out degree"
"8197","LMLN",1,"Out degree"
"8198","LMNA",2,"Out degree"
"8199","LMNB1",2,"Out degree"
"8200","LMNB2",1,"Out degree"
"8201","LMNTD2",1,"Out degree"
"8202","LMO2",2,"Out degree"
"8203","LMO3",1,"Out degree"
"8204","LMO4",2,"Out degree"
"8205","LMO7",1,"Out degree"
"8206","LMOD1",2,"Out degree"
"8207","LMTK2",1,"Out degree"
"8208","LNP1",0,"Out degree"
"8209","LNPEP",2,"Out degree"
"8210","LNX1",2,"Out degree"
"8211","LNX2",1,"Out degree"
"8212","lobar bronchus epithelium development",0,"Out degree"
"8213","LOC100505555",0,"Out degree"
"8214","LOC100996693",0,"Out degree"
"8215","LOC100996763",0,"Out degree"
"8216","LOC102723728",0,"Out degree"
"8217","LOC105369205",0,"Out degree"
"8218","LOC105372481",0,"Out degree"
"8219","LOC113230",0,"Out degree"
"8220","LOC400499",0,"Out degree"
"8221","LOC81691",1,"Out degree"
"8222","localization of cell",0,"Out degree"
"8223","localization within membrane",0,"Out degree"
"8224","locomotor rhythm",0,"Out degree"
"8225","Lofexidine",1,"Out degree"
"8226","LOH12CR1",0,"Out degree"
"8227","Lomefloxacin",4,"Out degree"
"8228","Lomitapide",3,"Out degree"
"8229","Lomustine",2,"Out degree"
"8230","LONP1",1,"Out degree"
"8231","LONP2",2,"Out degree"
"8232","LONRF1",0,"Out degree"
"8233","LONRF2",0,"Out degree"
"8234","LONRF3",0,"Out degree"
"8235","loop of Henle development",0,"Out degree"
"8236","Loperamide",9,"Out degree"
"8237","Lopinavir",7,"Out degree"
"8238","Loratadine",8,"Out degree"
"8239","Lorazepam",3,"Out degree"
"8240","Lornoxicam",3,"Out degree"
"8241","Losartan",18,"Out degree"
"8242","Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling",0,"Out degree"
"8243","Loss of Function of SMAD2/3 in Cancer",0,"Out degree"
"8244","Loss of Nlp from mitotic centrosomes",0,"Out degree"
"8245","Loteprednol",1,"Out degree"
"8246","Lovastatin",19,"Out degree"
"8247","LOX",2,"Out degree"
"8248","Loxapine",8,"Out degree"
"8249","LOXL1",6,"Out degree"
"8250","LOXL2",2,"Out degree"
"8251","LOXL3",2,"Out degree"
"8252","LOXL4",2,"Out degree"
"8253","LPA",2,"Out degree"
"8254","LPA receptor mediated events",0,"Out degree"
"8255","LPAR1",2,"Out degree"
"8256","LPAR2",2,"Out degree"
"8257","LPAR5",1,"Out degree"
"8258","LPAR6",1,"Out degree"
"8259","LPCAT1",2,"Out degree"
"8260","LPCAT2",2,"Out degree"
"8261","LPCAT3",2,"Out degree"
"8262","LPCAT4",2,"Out degree"
"8263","LPGAT1",2,"Out degree"
"8264","LPIN1",2,"Out degree"
"8265","LPIN2",2,"Out degree"
"8266","LPIN3",2,"Out degree"
"8267","LPL",21,"Out degree"
"8268","LPO",1,"Out degree"
"8269","LPP",1,"Out degree"
"8270","LPPR1",1,"Out degree"
"8271","LPPR2",1,"Out degree"
"8272","LPXN",1,"Out degree"
"8273","LRAT",2,"Out degree"
"8274","LRBA",0,"Out degree"
"8275","LRCH1",0,"Out degree"
"8276","LRCH2",0,"Out degree"
"8277","LRCH3",0,"Out degree"
"8278","LRCH4",0,"Out degree"
"8279","LRCOL1",1,"Out degree"
"8280","LRFN3",1,"Out degree"
"8281","LRFN4",1,"Out degree"
"8282","LRG1",1,"Out degree"
"8283","LRIF1",0,"Out degree"
"8284","LRIG1",2,"Out degree"
"8285","LRIG3",1,"Out degree"
"8286","LRMP",1,"Out degree"
"8287","LRP1",2,"Out degree"
"8288","LRP10",2,"Out degree"
"8289","LRP11",1,"Out degree"
"8290","LRP12",2,"Out degree"
"8291","LRP2BP",0,"Out degree"
"8292","LRP3",1,"Out degree"
"8293","LRP4",2,"Out degree"
"8294","LRP5",2,"Out degree"
"8295","LRP5L",1,"Out degree"
"8296","LRP6",2,"Out degree"
"8297","LRP8",2,"Out degree"
"8298","LRPAP1",2,"Out degree"
"8299","LRPPRC",2,"Out degree"
"8300","LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production",0,"Out degree"
"8301","LRR1",2,"Out degree"
"8302","LRRC1",0,"Out degree"
"8303","LRRC14",0,"Out degree"
"8304","LRRC16A",2,"Out degree"
"8305","LRRC16B",0,"Out degree"
"8306","LRRC17",1,"Out degree"
"8307","LRRC2",0,"Out degree"
"8308","LRRC20",0,"Out degree"
"8309","LRRC23",0,"Out degree"
"8310","LRRC25",0,"Out degree"
"8311","LRRC27",0,"Out degree"
"8312","LRRC28",0,"Out degree"
"8313","LRRC29",0,"Out degree"
"8314","LRRC32",0,"Out degree"
"8315","LRRC34",0,"Out degree"
"8316","LRRC37A2",0,"Out degree"
"8317","LRRC37A3",0,"Out degree"
"8318","LRRC37B",0,"Out degree"
"8319","LRRC3C",0,"Out degree"
"8320","LRRC4",1,"Out degree"
"8321","LRRC40",0,"Out degree"
"8322","LRRC41",5,"Out degree"
"8323","LRRC42",0,"Out degree"
"8324","LRRC45",0,"Out degree"
"8325","LRRC47",0,"Out degree"
"8326","LRRC48",0,"Out degree"
"8327","LRRC49",0,"Out degree"
"8328","LRRC4B",1,"Out degree"
"8329","LRRC4C",1,"Out degree"
"8330","LRRC55",1,"Out degree"
"8331","LRRC57",0,"Out degree"
"8332","LRRC58",0,"Out degree"
"8333","LRRC59",0,"Out degree"
"8334","LRRC6",1,"Out degree"
"8335","LRRC61",0,"Out degree"
"8336","LRRC75A",0,"Out degree"
"8337","LRRC75B",0,"Out degree"
"8338","LRRC8A",1,"Out degree"
"8339","LRRC8B",1,"Out degree"
"8340","LRRC8C",1,"Out degree"
"8341","LRRC8D",1,"Out degree"
"8342","LRRCC1",1,"Out degree"
"8343","LRRFIP1",2,"Out degree"
"8344","LRRFIP2",1,"Out degree"
"8345","LRRK1",1,"Out degree"
"8346","LRRK2",2,"Out degree"
"8347","LRRN1",1,"Out degree"
"8348","LRRN2",0,"Out degree"
"8349","LRRN3",1,"Out degree"
"8350","LRRN4CL",0,"Out degree"
"8351","LRSAM1",2,"Out degree"
"8352","LRTM1",1,"Out degree"
"8353","LRTOMT",1,"Out degree"
"8354","LRWD1",1,"Out degree"
"8355","LSAMP",1,"Out degree"
"8356","LSG1",1,"Out degree"
"8357","LSM1",2,"Out degree"
"8358","LSM10",2,"Out degree"
"8359","LSM11",2,"Out degree"
"8360","LSM12",0,"Out degree"
"8361","LSM14A",1,"Out degree"
"8362","LSM14B",1,"Out degree"
"8363","LSM2",2,"Out degree"
"8364","LSM3",2,"Out degree"
"8365","LSM4",2,"Out degree"
"8366","LSM5",2,"Out degree"
"8367","LSM6",2,"Out degree"
"8368","LSM7",2,"Out degree"
"8369","LSM8",1,"Out degree"
"8370","LSMEM1",0,"Out degree"
"8371","LSP1",2,"Out degree"
"8372","LSR",1,"Out degree"
"8373","LSS",8,"Out degree"
"8374","LST1",1,"Out degree"
"8375","LTA4H",2,"Out degree"
"8376","LTB",2,"Out degree"
"8377","LTB4R",2,"Out degree"
"8378","LTBP1",2,"Out degree"
"8379","LTBP2",2,"Out degree"
"8380","LTBP3",2,"Out degree"
"8381","LTBP4",2,"Out degree"
"8382","LTBR",1,"Out degree"
"8383","LTF",2,"Out degree"
"8384","LTK",1,"Out degree"
"8385","LTN1",1,"Out degree"
"8386","LTV1",0,"Out degree"
"8387","Lubiprostone",2,"Out degree"
"8388","LUC7L",1,"Out degree"
"8389","LUC7L2",1,"Out degree"
"8390","LUC7L3",1,"Out degree"
"8391","Lucanthone",3,"Out degree"
"8392","LULICONAZOLE",2,"Out degree"
"8393","LUM",2,"Out degree"
"8394","Lumefantrine",2,"Out degree"
"8395","Lumiracoxib",6,"Out degree"
"8396","lung induction",0,"Out degree"
"8397","LURAP1L",0,"Out degree"
"8398","Lurasidone",5,"Out degree"
"8399","LUZP1",1,"Out degree"
"8400","LUZP2",0,"Out degree"
"8401","LVRN",1,"Out degree"
"8402","LXN",1,"Out degree"
"8403","LY6D",1,"Out degree"
"8404","LY6E",2,"Out degree"
"8405","LY75",1,"Out degree"
"8406","LY86",2,"Out degree"
"8407","LY9",1,"Out degree"
"8408","LY96",2,"Out degree"
"8409","LYAR",0,"Out degree"
"8410","LYG1",1,"Out degree"
"8411","LYL1",2,"Out degree"
"8412","lymph node",12125,"Out degree"
"8413","lymphocyte activation",0,"Out degree"
"8414","LYN",2,"Out degree"
"8415","LYNX1",0,"Out degree"
"8416","LYPD1",0,"Out degree"
"8417","LYPD2",0,"Out degree"
"8418","LYPD5",1,"Out degree"
"8419","LYPD6B",0,"Out degree"
"8420","LYPLA1",2,"Out degree"
"8421","LYPLA2",1,"Out degree"
"8422","LYPLAL1",1,"Out degree"
"8423","LYRM1",0,"Out degree"
"8424","LYRM2",0,"Out degree"
"8425","LYRM4",1,"Out degree"
"8426","LYRM5",0,"Out degree"
"8427","LYRM7",0,"Out degree"
"8428","lysine catabolic process",0,"Out degree"
"8429","Lysine catabolism",0,"Out degree"
"8430","lysine transport",0,"Out degree"
"8431","LYSMD1",0,"Out degree"
"8432","LYSMD2",0,"Out degree"
"8433","LYSMD3",0,"Out degree"
"8434","LYSMD4",0,"Out degree"
"8435","lysosome localization",0,"Out degree"
"8436","Lysosome Vesicle Biogenesis",0,"Out degree"
"8437","LYST",1,"Out degree"
"8438","lytic vacuole organization",0,"Out degree"
"8439","LYVE1",2,"Out degree"
"8440","LYZ",2,"Out degree"
"8441","LZIC",1,"Out degree"
"8442","LZTFL1",1,"Out degree"
"8443","LZTR1",0,"Out degree"
"8444","LZTS1",1,"Out degree"
"8445","LZTS2",1,"Out degree"
"8446","LZTS3",0,"Out degree"
"8447","M Phase",0,"Out degree"
"8448","M6PR",2,"Out degree"
"8449","MAATS1",0,"Out degree"
"8450","MACC1",1,"Out degree"
"8451","MACF1",2,"Out degree"
"8452","MACITENTAN",5,"Out degree"
"8453","MACROD1",1,"Out degree"
"8454","MACROD2",1,"Out degree"
"8455","macromolecular complex disassembly",0,"Out degree"
"8456","MAD1L1",2,"Out degree"
"8457","MAD2L1BP",1,"Out degree"
"8458","MAD2L2",2,"Out degree"
"8459","MADCAM1",2,"Out degree"
"8460","MADD",2,"Out degree"
"8461","MAEA",1,"Out degree"
"8462","MAF",2,"Out degree"
"8463","MAF1",1,"Out degree"
"8464","MAFA",2,"Out degree"
"8465","MAFB",2,"Out degree"
"8466","Mafenide",2,"Out degree"
"8467","MAFF",2,"Out degree"
"8468","MAFG",2,"Out degree"
"8469","MAFK",2,"Out degree"
"8470","MAGEA3",1,"Out degree"
"8471","MAGED1",2,"Out degree"
"8472","MAGED2",0,"Out degree"
"8473","MAGED4B",0,"Out degree"
"8474","MAGEE1",0,"Out degree"
"8475","MAGEF1",0,"Out degree"
"8476","MAGEH1",1,"Out degree"
"8477","MAGI1",1,"Out degree"
"8478","MAGI2",2,"Out degree"
"8479","MAGI3",1,"Out degree"
"8480","MAGIX",0,"Out degree"
"8481","magnesium ion transmembrane transport",0,"Out degree"
"8482","magnesium ion transport",0,"Out degree"
"8483","Magnesium salicylate",3,"Out degree"
"8484","Magnesium Sulfate",4,"Out degree"
"8485","MAGOH",2,"Out degree"
"8486","MAGOHB",1,"Out degree"
"8487","MAGT1",2,"Out degree"
"8488","maintenance of protein location in cell",0,"Out degree"
"8489","maintenance of unfolded protein involved in ERAD pathway",0,"Out degree"
"8490","MAK16",0,"Out degree"
"8491","MAL",1,"Out degree"
"8492","MAL2",0,"Out degree"
"8493","Malathion",3,"Out degree"
"8494","male gamete generation",0,"Out degree"
"8495","MALL",1,"Out degree"
"8496","MALSU1",1,"Out degree"
"8497","MALT1",17,"Out degree"
"8498","MAMDC2",0,"Out degree"
"8499","MAMDC4",0,"Out degree"
"8500","MAML1",2,"Out degree"
"8501","MAML2",2,"Out degree"
"8502","MAML3",2,"Out degree"
"8503","MAMLD1",14,"Out degree"
"8504","mammary gland epithelium development",0,"Out degree"
"8505","MAMSTR",1,"Out degree"
"8506","MAN1A1",2,"Out degree"
"8507","MAN1A2",2,"Out degree"
"8508","MAN1B1",2,"Out degree"
"8509","MAN1C1",2,"Out degree"
"8510","MAN2A1",2,"Out degree"
"8511","MAN2A2",2,"Out degree"
"8512","MAN2B1",1,"Out degree"
"8513","MAN2B2",1,"Out degree"
"8514","MAN2C1",1,"Out degree"
"8515","MANBA",1,"Out degree"
"8516","MANBAL",0,"Out degree"
"8517","MANEA",2,"Out degree"
"8518","MANEAL",0,"Out degree"
"8519","MANF",1,"Out degree"
"8520","Mannitol",1,"Out degree"
"8521","mannose metabolic process",0,"Out degree"
"8522","MANSC1",0,"Out degree"
"8523","MAOA",2,"Out degree"
"8524","MAOB",2,"Out degree"
"8525","MAP kinase activation in TLR cascade",0,"Out degree"
"8526","MAP1A",1,"Out degree"
"8527","MAP1B",2,"Out degree"
"8528","MAP1LC3A",2,"Out degree"
"8529","MAP1LC3B",2,"Out degree"
"8530","MAP1LC3C",2,"Out degree"
"8531","MAP1S",1,"Out degree"
"8532","MAP2",2,"Out degree"
"8533","MAP2K1",2,"Out degree"
"8534","MAP2K2",2,"Out degree"
"8535","MAP2K3",2,"Out degree"
"8536","MAP2K4",2,"Out degree"
"8537","MAP2K5",2,"Out degree"
"8538","MAP2K7",2,"Out degree"
"8539","MAP3K1",2,"Out degree"
"8540","MAP3K10",2,"Out degree"
"8541","MAP3K11",2,"Out degree"
"8542","MAP3K12",2,"Out degree"
"8543","MAP3K13",2,"Out degree"
"8544","MAP3K14",2,"Out degree"
"8545","MAP3K2",2,"Out degree"
"8546","MAP3K3",2,"Out degree"
"8547","MAP3K4",2,"Out degree"
"8548","MAP3K5",2,"Out degree"
"8549","MAP3K6",2,"Out degree"
"8550","MAP3K7",2,"Out degree"
"8551","MAP3K7CL",2,"Out degree"
"8552","MAP3K8",2,"Out degree"
"8553","MAP3K9",2,"Out degree"
"8554","MAP4",1,"Out degree"
"8555","MAP4K1",2,"Out degree"
"8556","MAP4K2",2,"Out degree"
"8557","MAP4K3",2,"Out degree"
"8558","MAP4K4",2,"Out degree"
"8559","MAP4K5",2,"Out degree"
"8560","MAP6",1,"Out degree"
"8561","MAP7",1,"Out degree"
"8562","MAP7D1",1,"Out degree"
"8563","MAP7D3",1,"Out degree"
"8564","MAP9",1,"Out degree"
"8565","MAPK Cascade",0,"Out degree"
"8566","MAPK Signaling Pathway",0,"Out degree"
"8567","MAPK1",2,"Out degree"
"8568","MAPK10",2,"Out degree"
"8569","MAPK11",2,"Out degree"
"8570","MAPK12",2,"Out degree"
"8571","MAPK13",2,"Out degree"
"8572","MAPK14",2,"Out degree"
"8573","MAPK1IP1L",0,"Out degree"
"8574","MAPK3",2,"Out degree"
"8575","MAPK7",2,"Out degree"
"8576","MAPK8",2,"Out degree"
"8577","MAPK8IP1",1,"Out degree"
"8578","MAPK8IP2",1,"Out degree"
"8579","MAPK8IP3",2,"Out degree"
"8580","MAPK9",2,"Out degree"
"8581","MAPKAP1",2,"Out degree"
"8582","MAPKAPK2",2,"Out degree"
"8583","MAPKAPK3",2,"Out degree"
"8584","MAPKAPK5",7,"Out degree"
"8585","MAPKBP1",1,"Out degree"
"8586","MAPRE1",2,"Out degree"
"8587","MAPRE2",1,"Out degree"
"8588","MAPRE3",1,"Out degree"
"8589","Maprotiline",8,"Out degree"
"8590","MAPT",2,"Out degree"
"8591","Maraviroc",2,"Out degree"
"8592","MARCKS",2,"Out degree"
"8593","MARCKSL1",1,"Out degree"
"8594","MARCO",2,"Out degree"
"8595","Marimastat",17,"Out degree"
"8596","MARK1",1,"Out degree"
"8597","MARK2",2,"Out degree"
"8598","MARK3",1,"Out degree"
"8599","MARK4",2,"Out degree"
"8600","MARS",2,"Out degree"
"8601","MARS2",2,"Out degree"
"8602","MARVELD1",0,"Out degree"
"8603","MARVELD2",1,"Out degree"
"8604","MARVELD3",1,"Out degree"
"8605","Masoprocol",5,"Out degree"
"8606","MASP1",2,"Out degree"
"8607","MASP2",2,"Out degree"
"8608","mast cell activation",0,"Out degree"
"8609","MAST2",1,"Out degree"
"8610","MAST3",1,"Out degree"
"8611","MAST4",1,"Out degree"
"8612","MASTL",2,"Out degree"
"8613","MAT1A",2,"Out degree"
"8614","MAT2A",2,"Out degree"
"8615","MAT2B",2,"Out degree"
"8616","maternal behavior",0,"Out degree"
"8617","mating",0,"Out degree"
"8618","MATK",2,"Out degree"
"8619","MATN2",1,"Out degree"
"8620","MATN3",2,"Out degree"
"8621","MATR3",1,"Out degree"
"8622","Matrix Metalloproteinases",0,"Out degree"
"8623","MAU2",2,"Out degree"
"8624","MAVS",2,"Out degree"
"8625","MAX",2,"Out degree"
"8626","MAZ",2,"Out degree"
"8627","Mazindol",2,"Out degree"
"8628","MB",2,"Out degree"
"8629","MB21D2",0,"Out degree"
"8630","MBD1",2,"Out degree"
"8631","MBD2",11,"Out degree"
"8632","MBD3",2,"Out degree"
"8633","MBD4",2,"Out degree"
"8634","MBD5",1,"Out degree"
"8635","MBD6",0,"Out degree"
"8636","MBIP",2,"Out degree"
"8637","MBL2",2,"Out degree"
"8638","MBLAC2",0,"Out degree"
"8639","MBNL1",2,"Out degree"
"8640","MBNL2",1,"Out degree"
"8641","MBNL3",1,"Out degree"
"8642","MBOAT1",2,"Out degree"
"8643","MBOAT7",2,"Out degree"
"8644","MBP",2,"Out degree"
"8645","MBTD1",1,"Out degree"
"8646","MBTPS1",8,"Out degree"
"8647","MBTPS2",2,"Out degree"
"8648","MCAM",1,"Out degree"
"8649","MCAT",1,"Out degree"
"8650","MCC",1,"Out degree"
"8651","MCCC1",2,"Out degree"
"8652","MCCC2",2,"Out degree"
"8653","MCEE",2,"Out degree"
"8654","MCF2",2,"Out degree"
"8655","MCF2L",2,"Out degree"
"8656","MCF2L2",1,"Out degree"
"8657","MCFD2",2,"Out degree"
"8658","MCHR1",2,"Out degree"
"8659","MCL1",2,"Out degree"
"8660","MCM10",2,"Out degree"
"8661","MCM2",2,"Out degree"
"8662","MCM3",2,"Out degree"
"8663","MCM3AP",1,"Out degree"
"8664","MCM4",2,"Out degree"
"8665","MCM5",2,"Out degree"
"8666","MCM6",2,"Out degree"
"8667","MCM7",26,"Out degree"
"8668","MCM8",2,"Out degree"
"8669","MCM9",2,"Out degree"
"8670","MCMBP",1,"Out degree"
"8671","MCOLN1",2,"Out degree"
"8672","MCOLN2",2,"Out degree"
"8673","MCOLN3",2,"Out degree"
"8674","MCRS1",2,"Out degree"
"8675","MCTP1",1,"Out degree"
"8676","MCTP2",1,"Out degree"
"8677","MCTS1",0,"Out degree"
"8678","MCU",1,"Out degree"
"8679","MCUR1",1,"Out degree"
"8680","MDC1",2,"Out degree"
"8681","MDFI",1,"Out degree"
"8682","MDFIC",2,"Out degree"
"8683","MDGA1",1,"Out degree"
"8684","MDH1",2,"Out degree"
"8685","MDH2",2,"Out degree"
"8686","MDK",2,"Out degree"
"8687","MDM1",1,"Out degree"
"8688","MDM2",2,"Out degree"
"8689","MDM4",2,"Out degree"
"8690","MDN1",1,"Out degree"
"8691","MDP1",1,"Out degree"
"8692","ME1",2,"Out degree"
"8693","ME2",1,"Out degree"
"8694","ME3",1,"Out degree"
"8695","MEA1",1,"Out degree"
"8696","Mebendazole",5,"Out degree"
"8697","Mecamylamine",1,"Out degree"
"8698","Meclizine",2,"Out degree"
"8699","Meclofenamic acid",5,"Out degree"
"8700","MECOM",1,"Out degree"
"8701","MECP2",2,"Out degree"
"8702","Mecp2 and Associated Rett Syndrome",0,"Out degree"
"8703","MECR",2,"Out degree"
"8704","MED1",2,"Out degree"
"8705","MED10",2,"Out degree"
"8706","MED11",2,"Out degree"
"8707","MED12",2,"Out degree"
"8708","MED13",2,"Out degree"
"8709","MED13L",1,"Out degree"
"8710","MED14",2,"Out degree"
"8711","MED15",2,"Out degree"
"8712","MED16",2,"Out degree"
"8713","MED17",2,"Out degree"
"8714","MED18",2,"Out degree"
"8715","MED19",0,"Out degree"
"8716","MED20",2,"Out degree"
"8717","MED21",2,"Out degree"
"8718","MED22",1,"Out degree"
"8719","MED23",2,"Out degree"
"8720","MED24",2,"Out degree"
"8721","MED25",2,"Out degree"
"8722","MED26",2,"Out degree"
"8723","MED27",2,"Out degree"
"8724","MED29",1,"Out degree"
"8725","MED30",2,"Out degree"
"8726","MED31",2,"Out degree"
"8727","MED4",2,"Out degree"
"8728","MED6",2,"Out degree"
"8729","MED7",2,"Out degree"
"8730","MED8",2,"Out degree"
"8731","MED9",1,"Out degree"
"8732","MEDAG",1,"Out degree"
"8733","Medroxyprogesterone Acetate",10,"Out degree"
"8734","Medrysone",2,"Out degree"
"8735","MEF2A",2,"Out degree"
"8736","MEF2BNB",1,"Out degree"
"8737","MEF2C",2,"Out degree"
"8738","MEF2D",2,"Out degree"
"8739","Mefenamic acid",6,"Out degree"
"8740","Mefloquine",10,"Out degree"
"8741","MEFV",2,"Out degree"
"8742","Megestrol acetate",3,"Out degree"
"8743","MEGF8",1,"Out degree"
"8744","MEGF9",0,"Out degree"
