"","name","closeness","Category","closenessPercent"
"441","Dopamine Neurotransmitter Release Cycle",0.26708164447018,"Pathway",27
"442","Dopamine receptors",0.22732873336619,"Pathway",4
"443","Dopaminergic Neurogenesis",0.20961145194274,"Pathway",1
"444","Double-Strand Break Repair",0.273414344991108,"Pathway",42
"445","Downregulation of ERBB2:ERBB3 signaling",0.28393351800554,"Pathway",60
"446","Downregulation of ERBB4 signaling",0.281937652811736,"Pathway",56
"447","Downregulation of SMAD2/3:SMAD4 transcriptional activity",0.281937652811736,"Pathway",56
"448","Downregulation of TGF-beta receptor signaling",0.283584383645865,"Pathway",60
"449","Downstream signal transduction",0.290551181102362,"Pathway",67
"450","Downstream signaling events of B Cell Receptor (BCR)",0.301175318315377,"Pathway",73
"451","Downstream signaling in naïve CD8+ T cells",0.268246583309102,"Pathway",31
"452","Downstream signaling of activated FGFR",0.290094339622642,"Pathway",67
"453","Downstream TCR signaling",0.269500438212095,"Pathway",33
"454","DPH2",0.241176470588235,"Gene",6
"455","DPYSL2",0.341413767579571,"Gene",86
"456","DRAP1",0.348244620611552,"Gene",92
"457","DRD2",0.294164540816327,"Gene",70
"458","Drug Induction of Bile Acid Pathway",0.231900452488688,"Pathway",5
"459","DSCAM interactions",0.265467625899281,"Pathway",25
"460","DSG2",0.342173590504451,"Gene",87
"461","Dual hijack model of Vif in HIV infection",0.258983717012914,"Pathway",13
"462","Dual incision reaction in GG-NER",0.26387299771167,"Pathway",21
"463","Dual incision reaction in TC-NER",0.261035653650255,"Pathway",15
"464","DYNC1LI2",0.342682020802377,"Gene",87
"465","DYRK1A",0.346543951915853,"Gene",91
"466","E-cadherin signaling events",0.259129213483146,"Pathway",14
"467","E-cadherin signaling in keratinocytes",0.271883289124668,"Pathway",39
"468","E-cadherin signaling in the nascent adherens junction",0.275537634408602,"Pathway",47
"469","E2F mediated regulation of DNA replication",0.240547588005215,"Pathway",6
"470","E2F transcription factor network",0.282542113323124,"Pathway",58
"471","E2F2",0.347326807228916,"Gene",91
"472","Early Phase of HIV Life Cycle",0.271004700352526,"Pathway",37
"473","EBP",0.363618446984628,"Gene",99
"474","EBV LMP1 signaling",0.277610592837797,"Pathway",50
"475","ECH1",0.340531561461794,"Gene",84
"476","ECM proteoglycans",0.266387525267109,"Pathway",26
"477","Ectoderm Differentiation",0.290185592953759,"Pathway",67
"478","EDEM1",0.342682020802377,"Gene",87
"479","EEF1A2",0.264024041213509,"Gene",22
"480","Effects of Botulinum toxin",0.26708164447018,"Pathway",27
"481","Effects of PIP2 hydrolysis",0.26432664756447,"Pathway",23
"482","EGF/EGFR Signaling Pathway",0.301372100620712,"Pathway",73
"483","EGFR-dependent Endothelin signaling events",0.274308652988403,"Pathway",44
"484","EGFR downregulation",0.284371146732429,"Pathway",61
"485","EGR1",0.355902777777778,"Gene",95
"486","EGR2",0.342427616926503,"Gene",87
"487","Eicosanoid Synthesis",0.270210896309315,"Pathway",35
"488","EIF3I",0.345764617691154,"Gene",90
"489","EIF4ENIF1",0.340154867256637,"Gene",77
"490","EIF6",0.340405904059041,"Gene",84
"491","ELAC2",0.340154867256637,"Gene",77
"492","Elastic fibre formation",0.264250930965339,"Pathway",23
"493","Electron Transport Chain",0.272686964232929,"Pathway",40
"494","Elongation arrest and recovery",0.258983717012914,"Pathway",13
"495","ELOVL6",0.274471883368045,"Gene",45
"496","Endochondral Ossification",0.273820124666073,"Pathway",43
"497","Endoderm Differentiation",0.277027027027027,"Pathway",50
"498","Endogenous sterols",0.272043644942495,"Pathway",39
"499","Endogenous TLR signaling",0.264175257731959,"Pathway",22
"500","Endosomal Sorting Complex Required For Transport (ESCRT)",0.282196390333435,"Pathway",57
"501","Endosomal/Vacuolar pathway",0.256677796327212,"Pathway",10
"502","Endothelin Pathways",0.274635308127419,"Pathway",46
"503","Endothelins",0.278700906344411,"Pathway",52
"504","Energy dependent regulation of mTOR by LKB1-AMPK",0.268793706293706,"Pathway",32
"505","ENOPH1",0.356177606177606,"Gene",95
"506","eNOS activation",0.272686964232929,"Pathway",40
"507","EPH-ephrin mediated repulsion of cells",0.279376135675348,"Pathway",53
"508","EPH-Ephrin signaling",0.289912005028284,"Pathway",67
"509","EPHA-mediated growth cone collapse",0.281937652811736,"Pathway",56
"510","EPHA forward signaling",0.279376135675348,"Pathway",53
"511","EPHA2 forward signaling",0.279376135675348,"Pathway",53
"512","EPHA3",0.254132231404959,"Gene",8
"513","EPHB-mediated forward signaling",0.273414344991108,"Pathway",42
"514","EPHB forward signaling",0.28375884343279,"Pathway",60
"515","Ephrin A reverse signaling",0.269185876860228,"Pathway",33
"516","Ephrin B reverse signaling",0.273495404684257,"Pathway",43
"517","Ephrin signaling",0.27422711058264,"Pathway",44
"518","EphrinA-EPHA pathway",0.202658172231986,"Pathway",1
"519","Epigenetic regulation of gene expression",0.277610592837797,"Pathway",50
"520","EPO Receptor Signaling",0.277610592837797,"Pathway",50
"521","EPO signaling pathway",0.282628676470588,"Pathway",58
"522","ER-Phagosome pathway",0.282715292675452,"Pathway",58
"523","ER Quality Control Compartment (ERQC)",0.255257332595462,"Pathway",9
"524","ERAP2",0.342809364548495,"Gene",88
"525","ErbB receptor signaling network",0.275208830548926,"Pathway",47
"526","ErbB Signaling Pathway",0.2864017385905,"Pathway",64
"527","ErbB1 downstream signaling",0.269343065693431,"Pathway",33
"528","ErbB2/ErbB3 signaling events",0.275619958171497,"Pathway",47
"529","ERBB3",0.354944209311274,"Gene",94
"530","ErbB4 signaling events",0.286490683229814,"Pathway",64
"531","ERH",0.340154867256637,"Gene",77
"532","ERI3",0.340154867256637,"Gene",77
"533","Estrogen metabolism",0.274717093508041,"Pathway",46
"534","Estrogen Receptor Pathway",0.226102941176471,"Pathway",3
"535","Estrogen signaling pathway",0.274962742175857,"Pathway",46
"536","ETFB",0.356040138942493,"Gene",95
"537","Eukaryotic Transcription Initiation",0.261925042589438,"Pathway",16
"538","Eukaryotic Translation Elongation",0.27068661971831,"Pathway",37
"539","Eukaryotic Translation Termination",0.268012783265543,"Pathway",30
"540","EVC",0.340154867256637,"Gene",77
"541","EVL",0.343575418994413,"Gene",89
"542","Evolocumab Mechanism",0.240046838407494,"Pathway",6
"543","Export of Viral Ribonucleoproteins from Nucleus",0.27292899408284,"Pathway",41
"544","Extension of Telomeres",0.275126752162243,"Pathway",46
"545","Extracellular matrix organization",0.285515320334262,"Pathway",63
"546","EYA2",0.340154867256637,"Gene",77
"547","EZH2",0.283584383645865,"Gene",60
"548","Facilitative Na+-independent glucose transporters",0.257609606255236,"Pathway",11
"549","Factors involved in megakaryocyte development and platelet production",0.274308652988403,"Pathway",44
"550","FADS2",0.274145616641902,"Gene",44
"551","FAM188A",0.340154867256637,"Gene",77
"552","FAM50A",0.340154867256637,"Gene",77
"553","FAM69A",0.340154867256637,"Gene",77
"554","FAM96B",0.35576552256074,"Gene",94
"555","Fanconi anemia pathway",0.253922378199835,"Pathway",8
"556","Fanconi Anemia pathway",0.281937652811736,"Pathway",56
"557","Farnesoid X Receptor  Pathway",0.274880810488677,"Pathway",46
"558","FAS (CD95) signaling pathway",0.263420902341519,"Pathway",19
"559","FAS pathway and Stress induction of HSP regulation",0.278700906344411,"Pathway",52
"560","Fatty Acid Beta Oxidation",0.27228453364817,"Pathway",39
"561","Fatty Acid Biosynthesis",0.265544041450777,"Pathway",25
"562","Fatty Acid Omega Oxidation",0.228285077951002,"Pathway",4
"563","Fatty acid, triacylglycerol, and ketone body metabolism",0.284195933456562,"Pathway",61
"564","Fatty acids",0.22516475469856,"Pathway",3
"565","Fatty Acyl-CoA Biosynthesis",0.215386411393883,"Pathway",2
"566","FBL",0.340154867256637,"Gene",77
"567","FBXL5",0.342046718576196,"Gene",86
"568","FBXW7 Mutants and NOTCH1 in Cancer",0.296337937680694,"Pathway",71
"569","Fc-epsilon receptor I signaling in mast cells",0.281851512373969,"Pathway",56
"570","Fc epsilon receptor (FCERI) signaling",0.299415774099318,"Pathway",73
"571","FCERI mediated Ca+2 mobilization",0.278280542986425,"Pathway",51
"572","FCERI mediated MAPK activation",0.28073645769933,"Pathway",54
"573","FCERI mediated NF-kB activation",0.268012783265543,"Pathway",30
"574","Fcgamma receptor (FCGR) dependent phagocytosis",0.288371366051891,"Pathway",66
"575","FCGR activation",0.270448548812665,"Pathway",36
"576","FDFT1",0.274798927613941,"Gene",46
"577","FDPS",0.274471883368045,"Gene",45
"578","Felbamate Metabolism",0.225494989000244,"Pathway",3
"579","FGF signaling pathway",0.28150747635032,"Pathway",55
"580","FGF1",0.359508963367108,"Gene",98
"581","FGFR ligand binding and activation",0.264478211009174,"Pathway",23
"582","FGFR1 ligand binding and activation",0.264478211009174,"Pathway",23
"583","FGFR1b ligand binding and activation",0.264478211009174,"Pathway",23
"584","FGFR1c ligand binding and activation",0.264478211009174,"Pathway",23
"585","FGFR2b ligand binding and activation",0.264478211009174,"Pathway",23
"586","FGFR2c ligand binding and activation",0.264478211009174,"Pathway",23
"587","FGFR3 ligand binding and activation",0.264478211009174,"Pathway",23
"588","FGFR3b ligand binding and activation",0.264478211009174,"Pathway",24
"589","FGFR4 ligand binding and activation",0.264478211009174,"Pathway",24
"590","FIS1",0.340154867256637,"Gene",77
"591","FKBP4",0.342173590504451,"Gene",87
"592","Fluoropyrimidine Activity",0.272204190026556,"Pathway",39
"593","Focal Adhesion",0.292857142857143,"Pathway",70
"594","Folate-Alcohol and Cancer Pathway",0.274308652988403,"Pathway",44
"595","Folate Metabolism",0.277610592837797,"Pathway",51
"596","Folding of actin by CCT/TriC",0.255327982286189,"Pathway",9
"597","Formation of a pool of free 40S subunits",0.268168604651163,"Pathway",30
"598","Formation of annular gap junctions",0.213937847866419,"Pathway",1
"599","Formation of apoptosome",0.267624020887728,"Pathway",29
"600","Formation of Fibrin Clot (Clotting Cascade)",0.262670842824601,"Pathway",18
"601","Formation of HIV-1 elongation complex containing HIV-1 Tat",0.262222853894258,"Pathway",16
"602","Formation of HIV elongation complex in the absence of HIV Tat",0.262222853894258,"Pathway",16
"603","Formation of Senescence-Associated Heterochromatin Foci (SAHF)",0.25469353948095,"Pathway",9
"604","formation of the beta-catenin:TCF transactivating complex",0.279884708737864,"Pathway",53
"605","Formation of the Early Elongation Complex",0.261035653650255,"Pathway",15
"606","Formation of the ternary complex, and subsequently, the 43S complex",0.268168604651163,"Pathway",30
"607","Formation of tubulin folding intermediates by CCT/TriC",0.268558951965066,"Pathway",32
"608","Formyl peptide receptors bind formyl peptides and many other ligands",0.264629948364888,"Pathway",24
"609","FOXA1 transcription factor network",0.265238642898217,"Pathway",25
"610","FOXA2 and FOXA3 transcription factor networks",0.275702331141662,"Pathway",47
"611","FOXM1 transcription factor network",0.280480389176041,"Pathway",54
"612","FoxO family signaling",0.27422711058264,"Pathway",44
"613","FOXO3",0.360070257611241,"Gene",98
"614","FOXO4",0.356590645535369,"Gene",96
"615","FPGS",0.358530897784687,"Gene",97
"616","FRS2-mediated cascade",0.264478211009174,"Pathway",24
"617","FSH signaling pathway",0.264099627827083,"Pathway",22
"618","FTO Obesity Variant Mechanism",0.267313822080556,"Pathway",28
"619","FYN",0.368263473053892,"Gene",100
"620","FZD7",0.349035187287174,"Gene",92
"621","G-protein activation",0.270369284876905,"Pathway",35
"622","G-protein beta:gamma signalling",0.274308652988403,"Pathway",44
"623","G-protein mediated events",0.270369284876905,"Pathway",35
"624","G alpha (12/13) signalling events",0.273576512455516,"Pathway",43
"625","G alpha (i) signalling events",0.281937652811736,"Pathway",56
"626","G alpha (q) signalling events",0.279207021791768,"Pathway",52
"627","G alpha (s) signalling events",0.276777677767777,"Pathway",49
"628","G alpha (z) signalling events",0.277945164206086,"Pathway",51
"629","G beta:gamma signalling through PI3Kgamma",0.274308652988403,"Pathway",44
"630","G Protein Signaling Pathways",0.276445909499551,"Pathway",49
"631","G0 and Early G1",0.272043644942495,"Pathway",39
"632","G1 to S cell cycle control",0.28498609823911,"Pathway",62
"633","G1/S-Specific Transcription",0.240547588005215,"Pathway",6
"634","G1/S DNA Damage Checkpoints",0.282715292675452,"Pathway",58
"635","G1/S Transition",0.299707602339181,"Pathway",73
"636","G13 Signaling Pathway",0.267236384704519,"Pathway",28
"637","G2 Phase",0.223636363636364,"Pathway",2
"638","G2/M Checkpoints",0.260446075663467,"Pathway",15
"639","G2/M Transition",0.294916879795396,"Pathway",70
"640","G6PD",0.359929769801014,"Gene",98
"641","GAB1 signalosome",0.285074165636588,"Pathway",62
"642","GABA receptor activation",0.270369284876905,"Pathway",35
"643","GABA synthesis, release, reuptake and degradation",0.270052693208431,"Pathway",35
"644","Gamma-carboxylation of protein precursors",0.258548206278027,"Pathway",12
"645","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",0.258548206278027,"Pathway",13
"646","Gap-filling DNA repair synthesis and ligation in GG-NER",0.273171453953213,"Pathway",41
"647","Gap junction assembly",0.213937847866419,"Pathway",1
"648","Gap junction degradation",0.213937847866419,"Pathway",1
"649","Gap junction trafficking",0.213937847866419,"Pathway",1
"650","Gap junction trafficking and regulation",0.213937847866419,"Pathway",1
"651","GAS7",0.340154867256637,"Gene",77
"652","Gastric Cancer Network 1",0.267313822080556,"Pathway",28
"653","Gastric Cancer Network 2",0.279884708737864,"Pathway",53
"654","Gastrin-CREB signalling pathway via PKC and MAPK",0.279207021791768,"Pathway",52
"655","GATA3",0.349564228874574,"Gene",92
"656","Gene Expression",0.321316614420063,"Pathway",75
"657","Gene regulatory network modelling somitogenesis ",0.262521343198634,"Pathway",17
"658","Generation of second messenger molecules",0.268012783265543,"Pathway",30
"659","Generic Transcription Pathway",0.297772756617172,"Pathway",72
"660","GHR",0.350360805165211,"Gene",93
"661","GJA1",0.27212389380531,"Gene",39
"662","GK",0.356590645535369,"Gene",96
"663","GLI3 is processed to GLI3R by the proteasome",0.282715292675452,"Pathway",58
"664","Glial Cell Differentiation",0.25575270307735,"Pathway",10
"665","Global Genomic NER (GG-NER)",0.27611493564801,"Pathway",48
"666","Globo Sphingolipid Metabolism",0.253922378199835,"Pathway",8
"667","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",0.270527859237537,"Pathway",36
"668","Glucagon-type ligand receptors",0.270527859237537,"Pathway",36
"669","Glucagon signaling in metabolic regulation",0.270527859237537,"Pathway",36
"670","Glucocorticoid receptor regulatory network",0.291653493518811,"Pathway",68
"671","Gluconeogenesis",0.2677793904209,"Pathway",29
"672","Glucose metabolism",0.28410840776101,"Pathway",61
"673","Glucose transport",0.24818401937046,"Pathway",7
"674","Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity",0.264024041213509,"Pathway",22
"675","Glutamate Neurotransmitter Release Cycle",0.26708164447018,"Pathway",27
"676","Glutathione conjugation",0.263420902341519,"Pathway",19
"677","Glutathione metabolism",0.265162402989365,"Pathway",25
"678","Glycerophospholipid biosynthesis",0.217673430863615,"Pathway",2
"679","Glycerophospholipid Biosynthetic Pathway",0.262895411798233,"Pathway",19
"680","Glycogen Metabolism",0.262670842824601,"Pathway",18
"681","Glycogen synthesis",0.281937652811736,"Pathway",56
"682","Glycolysis",0.268168604651163,"Pathway",30
"683","Glycolysis and Gluconeogenesis",0.27068661971831,"Pathway",37
"684","Glycosphingolipid metabolism",0.264250930965339,"Pathway",23
"685","Glypican 1 network",0.273576512455516,"Pathway",43
"686","GMCSF-mediated signaling events",0.279038112522686,"Pathway",52
"687","GMNN",0.345376263571696,"Gene",90
"688","GNAI2",0.370481927710843,"Gene",100
"689","GNAS",0.370779742765273,"Gene",100
"690","Golgi Associated Vesicle Biogenesis",0.25978597578147,"Pathway",14
"691","GPATCH8",0.340154867256637,"Gene",77
"692","GPCR downstream signaling",0.296910202767943,"Pathway",72
"693","GPCR ligand binding",0.282282741738066,"Pathway",57
"694","GPCRs, Class A Rhodopsin-like",0.246,"Pathway",7
"695","GPCRs, Class B Secretin-like",0.258186397984887,"Pathway",12
"696","GPCRs, Other",0.240359562272017,"Pathway",6
"697","GPER1",0.282282741738066,"Gene",57
"698","GPVI-mediated activation cascade",0.282455603184323,"Pathway",57
"699","GRAMD4",0.341540170307294,"Gene",86
"700","GRB2:SOS provides linkage to MAPK signaling for Integrins",0.263948497854077,"Pathway",21
"701","GRB7",0.284283513097072,"Gene",61
"702","GRB7 events in ERBB2 signaling",0.267934940458902,"Pathway",29
"703","Growth hormone receptor signaling",0.269343065693431,"Pathway",33
"704","GRWD1",0.340154867256637,"Gene",77
"705","GSTT2",0.357558139534884,"Gene",96
"706","GTP hydrolysis and joining of the 60S ribosomal subunit",0.268168604651163,"Pathway",30
"707","GTPBP1",0.340154867256637,"Gene",77
"708","GTPBP8",0.340154867256637,"Gene",78
"709","Hair Follicle Development: Induction (Part 1 of 3)",0.249459167117361,"Pathway",8
"710","HAT1",0.340783154783894,"Gene",85
"711","HATs acetylate histones",0.26863715783343,"Pathway",32
"712","HAUS7",0.340154867256637,"Gene",78
"713","HDAC2",0.317119284977656,"Gene",75
"714","HDAC5",0.352368220015279,"Gene",94
"715","HDAC6",0.302558215808462,"Gene",74
"716","HDACs deacetylate histones",0.272606382978723,"Pathway",40
"717","HDL-mediated lipid transport",0.229420542153693,"Pathway",4
"718","HDMs demethylate histones",0.263797540749214,"Pathway",21
"719","Heart Development",0.265544041450777,"Pathway",26
"720","Hedgehog 'off' state",0.2864017385905,"Pathway",64
"721","Hedgehog ligand biogenesis",0.282715292675452,"Pathway",58
"722","Hedgehog signaling events mediated by Gli proteins",0.275455359808898,"Pathway",47
"723","Hematopoietic Stem Cell Differentiation",0.273982773982774,"Pathway",43
"724","Heme degradation",0.263571428571429,"Pathway",20
"725","Hemostasis",0.316249571477545,"Pathway",75
"726","Heparan sulfate/heparin (HS-GAG) metabolism",0.267624020887728,"Pathway",29
"727","HERC1",0.340154867256637,"Gene",78
"728","HERC5",0.343191964285714,"Gene",88
"729","Hexose uptake",0.24818401937046,"Pathway",7
"730","Hh ligand biogenesis disease",0.282715292675452,"Pathway",58
"731","HIF-1-alpha transcription factor network",0.274308652988403,"Pathway",44
"732","HIF-2-alpha transcription factor network",0.262521343198634,"Pathway",17
"733","Highly calcium permeable nicotinic acetylcholine receptors",0.263420902341519,"Pathway",20
"734","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors",0.263496143958869,"Pathway",20
"735","Highly sodium permeable acetylcholine nicotinic receptors",0.263345703682558,"Pathway",19
"736","HIST1H4C",0.358113354037267,"Gene",97
"737","Histamine receptors",0.226269315673289,"Pathway",3
"738","Histone Modifications",0.271403353927626,"Pathway",38
"739","HIV-1 Nef: Negative effector of Fas and TNF-alpha",0.274145616641902,"Pathway",44
"740","HIV Infection",0.309356136820926,"Pathway",74
"741","HIV Life Cycle",0.294446217682732,"Pathway",70
"742","HIV Transcription Initiation",0.26110953863572,"Pathway",16
"743","HLA-DMA",0.343703427719821,"Gene",89
"744","HLA-DRA",0.345376263571696,"Gene",90
"745","HMGA2",0.341666666666667,"Gene",86
"746","HMGCR",0.281765424557117,"Gene",55
"747","HMGCS1",0.365057380292837,"Gene",99
"748","HMOX2",0.357835531419705,"Gene",96
"749","Homologous DNA pairing and strand exchange",0.25963974106389,"Pathway",14
"750","Homologous recombination",0.258041958041958,"Pathway",12
"751","Homologous Recombination Repair",0.272043644942495,"Pathway",39
"752","HOOK2",0.340154867256637,"Gene",78
"753","Host Interactions of HIV factors",0.303453947368421,"Pathway",74
"754","Host Interactions with Influenza Factors",0.265010054582017,"Pathway",24
"755","HRH1",0.292393026941363,"Gene",69
"756","HS-GAG biosynthesis",0.267624020887728,"Pathway",29
"757","HS-GAG degradation",0.267624020887728,"Pathway",29
"758","HSD17B7",0.274145616641902,"Gene",44
"759","HSF1-dependent transactivation",0.275126752162243,"Pathway",47
"760","HSF1 activation",0.277945164206086,"Pathway",51
"761","HSP90AA1",0.374847622917513,"Gene",100
"762","HSPA8",0.350893875998478,"Gene",93
"763","HSPB1",0.351161020175105,"Gene",93
"764","HSPD1",0.346153846153846,"Gene",91
"765","HSPE1",0.340154867256637,"Gene",78
"766","HTATSF1",0.340154867256637,"Gene",78
"767","HTR1A",0.296052631578947,"Gene",71
"768","HTR2A",0.296433161953727,"Gene",72
"769","HTR2C",0.291193181818182,"Gene",68
"770","HTR6",0.291930379746835,"Gene",69
"771","Hyaluronan biosynthesis and export",0.265086206896552,"Pathway",25
"772","Hyaluronan metabolism",0.266927083333333,"Pathway",27
"773","Hyaluronan uptake and degradation",0.265697004608295,"Pathway",26
"774","Hypertrophy Model",0.261627906976744,"Pathway",16
"775","Hypothetical Network for Drug Addiction",0.229992520568437,"Pathway",5
"776","Hypoxic and oxygen homeostasis regulation of HIF-1-alpha",0.274635308127419,"Pathway",46
"777","IARS2",0.360633307271306,"Gene",98
"778","ICAM1",0.349035187287174,"Gene",92
"779","ICAM3",0.343575418994413,"Gene",89
"780","ID signaling pathway",0.254412575841147,"Pathway",8
"781","IDI1",0.278196622436671,"Gene",51
"782","IFN-gamma pathway",0.265238642898217,"Pathway",25
"783","IFRD2",0.241176470588235,"Gene",6
"784","IFT27",0.340154867256637,"Gene",78
"785","IGF1 pathway",0.278364514182257,"Pathway",51
"786","IGF1R signaling cascade",0.286490683229814,"Pathway",64
"787","IGF2BP2",0.343319687383699,"Gene",89
"788","IKK complex recruitment mediated by RIP1",0.281937652811736,"Pathway",56
"789","IKZF1",0.340405904059041,"Gene",84
"790","IL-1 signaling pathway",0.265697004608295,"Pathway",26
"791","IL-2 Signaling Pathway",0.301077023498695,"Pathway",73
"792","IL-3 Signaling Pathway",0.28747273293861,"Pathway",65
"793","IL-4 Signaling Pathway",0.288101186758276,"Pathway",65
"794","IL-5 Signaling Pathway",0.297005795235029,"Pathway",72
"795","IL-6 signaling pathway",0.282975460122699,"Pathway",59
"796","IL-7 Signaling Pathway",0.288191190253046,"Pathway",66
"797","IL-9 Signaling Pathway",0.266541462005201,"Pathway",26
"798","IL1-mediated signaling events",0.265697004608295,"Pathway",26
"799","IL1 and megakaryotyces in obesity",0.269264448336252,"Pathway",33
"800","IL12-mediated signaling events",0.270766069856178,"Pathway",37
"801","IL12 signaling mediated by STAT4",0.256749234622878,"Pathway",10
"802","IL17 signaling pathway",0.265238642898217,"Pathway",25
"803","IL2-mediated signaling events",0.297388781431335,"Pathway",72
"804","IL2 signaling events mediated by PI3K",0.297772756617172,"Pathway",73
"805","IL2 signaling events mediated by STAT5",0.293229497774952,"Pathway",70
"806","IL23-mediated signaling events",0.266156953260242,"Pathway",26
"807","IL27-mediated signaling events",0.2677793904209,"Pathway",29
"808","IL3-mediated signaling events",0.279969650986343,"Pathway",54
"809","IL4-mediated signaling events",0.28498609823911,"Pathway",62
"810","IL5-mediated signaling events",0.267701683110853,"Pathway",29
"811","IL6-mediated signaling events",0.280565693430657,"Pathway",54
"812","IL8- and CXCR1-mediated signaling events",0.270369284876905,"Pathway",35
"813","IL8- and CXCR2-mediated signaling events",0.270369284876905,"Pathway",35
"814","Imatinib Resistance in Chronic Myeloid Leukemia",0.282282741738066,"Pathway",57
"815","Immune System",0.352772466539197,"Pathway",94
"816","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",0.261850695430031,"Pathway",16
"817","Import of palmitoyl-CoA into the mitochondrial matrix",0.270845566647093,"Pathway",37
"818","Inactivation of APC/C via direct inhibition of the APC/C complex",0.268168604651163,"Pathway",30
"819","Inactivation, recovery and regulation of the phototransduction cascade",0.26432664756447,"Pathway",23
"820","Inflammasomes",0.270210896309315,"Pathway",35
"821","Inflammatory Response Pathway",0.255327982286189,"Pathway",9
"822","Influenza Infection",0.284634372107374,"Pathway",61
"823","Influenza Life Cycle",0.28393351800554,"Pathway",60
"824","Influenza Viral RNA Transcription and Replication",0.282888684452622,"Pathway",59
"825","Influenza Virus Induced Apoptosis",0.265010054582017,"Pathway",24
"826","ING1",0.340783154783894,"Gene",85
"827","Initiation of Nuclear Envelope Reformation",0.258765778401122,"Pathway",13
"828","Initiation of transcription and translation elongation at the HIV-1 LTR",0.269973661106234,"Pathway",34
"829","Innate Immune System",0.330882352941176,"Pathway",75
"830","Inositol phosphate metabolism",0.26432664756447,"Pathway",23
"831","INPP4B",0.356590645535369,"Gene",96
"832","INSIG1",0.27422711058264,"Gene",44
"833","Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",0.255610972568579,"Pathway",10
"834","Insulin effects increased synthesis of Xylulose-5-Phosphate",0.264024041213509,"Pathway",22
"835","Insulin Pathway",0.280054644808743,"Pathway",54
"836","Insulin receptor recycling",0.230049875311721,"Pathway",5
"837","Insulin receptor signalling cascade",0.288461538461538,"Pathway",66
"838","Insulin Signaling",0.29073432083202,"Pathway",68
"839","Integrated Breast Cancer Pathway",0.295862732520847,"Pathway",71
"840","Integrated Cancer Pathway",0.280224787363305,"Pathway",54
"841","Integrated Pancreatic Cancer Pathway",0.311024949426838,"Pathway",74
"842","Integration of energy metabolism",0.282023845918679,"Pathway",57
"843","Integration of provirus",0.260005636978579,"Pathway",15
"844","Integrin-linked kinase signaling",0.275619958171497,"Pathway",47
"845","Integrin-mediated Cell Adhesion",0.287204234122042,"Pathway",65
"846","Integrin alphaIIb beta3 signaling",0.28099299421261,"Pathway",54
"847","Integrin cell surface interactions",0.277027027027027,"Pathway",50
"848","Integrin family cell surface interactions",0.263948497854077,"Pathway",21
"849","Integrins in angiogenesis",0.281335773101555,"Pathway",55
"850","Interaction between L1 and Ankyrins",0.254342431761787,"Pathway",8
"851","Interactions of Rev with host cellular proteins",0.27292899408284,"Pathway",41
"852","Interactions of Vpr with host cellular proteins",0.275619958171497,"Pathway",47
"853","Interactome of polycomb repressive complex 2 (PRC2) ",0.266233766233766,"Pathway",26
"854","Interferon alpha/beta signaling",0.268090671316478,"Pathway",30
"855","Interferon gamma signaling",0.273495404684257,"Pathway",43
"856","Interferon Signaling",0.296052631578947,"Pathway",71
"857","Interferon type I signaling pathways",0.282282741738066,"Pathway",57
"858","Interleukin-1 processing",0.260961810466761,"Pathway",15
"859","Interleukin-1 signaling",0.265697004608295,"Pathway",26
"860","Interleukin-11 Signaling Pathway",0.281078610603291,"Pathway",55
"861","Interleukin-2 signaling",0.280480389176041,"Pathway",54
"862","Interleukin-3, 5 and GM-CSF signaling",0.285957842529448,"Pathway",63
"863","Interleukin-7 signaling",0.266541462005201,"Pathway",26
"864","Interleukin receptor SHC signaling",0.27611493564801,"Pathway",48
"865","Internalization of ErbB1",0.278448536070027,"Pathway",51
"866","Intrinsic Pathway",0.255610972568579,"Pathway",10
"867","Intrinsic Pathway for Apoptosis",0.272364924712135,"Pathway",39
"868","Ion channel transport",0.282715292675452,"Pathway",58
"869","Ion transport by P-type ATPases",0.259859154929577,"Pathway",14
"870","IRAK1",0.354807692307692,"Gene",94
"871","IRAK1 recruits IKK complex",0.261925042589438,"Pathway",16
"872","IRAK2 mediated activation of TAK1 complex",0.284546576187539,"Pathway",61
"873","IRE1alpha activates chaperones",0.274962742175857,"Pathway",46
"874","IRF3-mediated induction of type I IFN",0.258403361344538,"Pathway",12
"875","IRF5",0.345117845117845,"Gene",90
"876","Irinotecan Pathway",0.225384803322746,"Pathway",3
"877","Iron uptake and transport",0.268168604651163,"Pathway",31
"878","IRS-mediated signalling",0.279207021791768,"Pathway",52
"879","IRS-related events",0.279207021791768,"Pathway",52
"880","IRS-related events triggered by IGF1R",0.279207021791768,"Pathway",52
"881","ISOC2",0.340154867256637,"Gene",78
"882","ITGB1BP1",0.340154867256637,"Gene",78
"883","ITGB3",0.358530897784687,"Gene",97
"884","JADE2",0.340783154783894,"Gene",85
"885","JMJD6",0.340154867256637,"Gene",78
