"","name","Category"
"5184","DHX57","Gene"
"5185","COL6A3","Gene"
"5186","RPA2","Gene"
"5187","ARMC7","Gene"
"5188","CUL9","Gene"
"5189","PNPLA7","Gene"
"5190","NR4A3","Gene"
"5191","RASGRF2","Gene"
"5192","CD63","Gene"
"5193","TUBA1C","Gene"
"5194","SLC9A5","Gene"
"5195","TM6SF1","Gene"
"5196","SYBU","Gene"
"5197","SLAMF6","Gene"
"5198","FCN3","Gene"
"5199","C16orf74","Gene"
"5200","TNFRSF8","Gene"
"5201","NPRL2","Gene"
"5202","ZDHHC8","Gene"
"5203","FAM13A","Gene"
"5204","AGPAT6","Gene"
"5205","RGAG4","Gene"
"5206","C15orf65","Gene"
"5207","CAGE1","Gene"
"5208","MMADHC","Gene"
"5209","HERPUD1","Gene"
"5210","CLEC17A","Gene"
"5211","RNF214","Gene"
"5212","RGPD6","Gene"
"5213","PKP2","Gene"
"5214","SDHAF3","Gene"
"5215","NR2F1","Gene"
"5216","FBXO11","Gene"
"5217","COPB2","Gene"
"5218","MTMR4","Gene"
"5219","CHD6","Gene"
"5220","DAAM1","Gene"
"5221","PDK4","Gene"
"5222","ARMC5","Gene"
"5223","BLCAP","Gene"
"5224","TTC1","Gene"
"5225","TMEM53","Gene"
"5226","CCDC51","Gene"
"5227","FRA10AC1","Gene"
"5228","TOMM7","Gene"
"5229","SLC25A24","Gene"
"5230","NFIC","Gene"
"5231","TBRG4","Gene"
"5232","OSM","Gene"
"5233","PIAS2","Gene"
"5234","KLHDC2","Gene"
"5235","LSAMP","Gene"
"5236","MX1","Gene"
"5237","KIF1C","Gene"
"5238","CAMSAP2","Gene"
"5239","NEMP1","Gene"
"5240","NRIP2","Gene"
"5241","B3GNT3","Gene"
"5242","OGDHL","Gene"
"5243","PRRX2","Gene"
"5244","CLSTN3","Gene"
"5245","DUSP11","Gene"
"5246","NEIL1","Gene"
"5247","DDA1","Gene"
"5248","RNFT2","Gene"
"5249","SLC39A11","Gene"
"5250","CXADR","Gene"
"5251","PARP11","Gene"
"5252","MFSD10","Gene"
"5253","FMO5","Gene"
"5254","STAC3","Gene"
"5255","LBH","Gene"
"5256","DYNC2H1","Gene"
"5257","01-Mar","Gene"
"5258","MRAP2","Gene"
"5259","COX14","Gene"
"5260","SLC35E2","Gene"
"5261","TRMT1L","Gene"
"5262","HLF","Gene"
"5263","NLE1","Gene"
"5264","NAP1L1","Gene"
"5265","C8orf4","Gene"
"5266","BCL6","Gene"
"5267","CSF3R","Gene"
"5268","ZNF710","Gene"
"5269","FCRLA","Gene"
"5270","SLC48A1","Gene"
"5271","PSMA3","Gene"
"5272","NOVA2","Gene"
"5273","PSMD5","Gene"
"5274","AMPD3","Gene"
"5275","CEACAM5","Gene"
"5276","TOX","Gene"
"5277","ZNF337","Gene"
"5278","NHLRC3","Gene"
"5279","AP1G2","Gene"
"5280","RAB40C","Gene"
"5281","RNF13","Gene"
"5282","ZNF429","Gene"
"5283","FGFR1OP","Gene"
"5284","FUT10","Gene"
"5285","CCNYL1","Gene"
"5286","AP1G1","Gene"
"5287","SORBS1","Gene"
"5288","APOA4","Gene"
"5289","PACS2","Gene"
"5290","KAZN","Gene"
"5291","RAVER2","Gene"
"5292","C16orf45","Gene"
"5293","NUDCD1","Gene"
"5294","DNASE1L1","Gene"
"5295","MEI1","Gene"
"5296","VGLL4","Gene"
"5297","DOCK11","Gene"
"5298","TBC1D22A","Gene"
"5299","TNFSF13","Gene"
"5300","CCL3","Gene"
"5301","C6orf1","Gene"
"5302","BRI3","Gene"
"5303","ALDH3A2","Gene"
"5304","SAMD12","Gene"
"5305","UBE2V1","Gene"
"5306","RIC3","Gene"
"5307","NUDT9","Gene"
"5308","USP2","Gene"
"5309","KLF12","Gene"
"5310","WISP2","Gene"
"5311","DUS3L","Gene"
"5312","C12orf45","Gene"
"5313","TCL1A","Gene"
"5314","HDHD1","Gene"
"5315","ORMDL3","Gene"
"5316","MPV17L2","Gene"
"5317","SAMD8","Gene"
"5318","CHCHD4","Gene"
"5319","CPAMD8","Gene"
"5320","BUD13","Gene"
"5321","ACAD11","Gene"
"5322","VTA1","Gene"
"5323","ZNF500","Gene"
"5324","NFIL3","Gene"
"5325","TWISTNB","Gene"
"5326","AK1","Gene"
"5327","ADNP2","Gene"
"5328","SLC35B1","Gene"
"5329","TMEM208","Gene"
"5330","SUPT16H","Gene"
"5331","ABCB6","Gene"
"5332","CERS4","Gene"
"5333","SSPN","Gene"
"5334","D2HGDH","Gene"
"5335","SNX32","Gene"
"5336","RPS3","Gene"
"5337","TFEC","Gene"
"5338","RTKN2","Gene"
"5339","LSM14B","Gene"
"5340","RNASEH2B","Gene"
"5341","RANBP1","Gene"
"5342","DCAF12","Gene"
"5343","ZNF773","Gene"
"5344","CABIN1","Gene"
"5345","LITAF","Gene"
"5346","SLC38A11","Gene"
"5347","ZSCAN22","Gene"
"5348","PLXNA2","Gene"
"5349","TCF3","Gene"
"5350","MAST2","Gene"
"5351","APLNR","Gene"
"5352","TBC1D2","Gene"
"5353","FBXW8","Gene"
"5354","RAB3D","Gene"
"5355","ERBB2IP","Gene"
"5356","KLRB1","Gene"
"5357","ANKFY1","Gene"
"5358","R3HDM1","Gene"
"5359","SLC20A2","Gene"
"5360","ANGPTL4","Gene"
"5361","SERGEF","Gene"
"5362","COMMD4","Gene"
"5363","NSUN6","Gene"
"5364","ASAH2B","Gene"
"5365","ARHGAP25","Gene"
"5366","07-Sep","Gene"
"5367","NOP9","Gene"
"5368","SERPINA5","Gene"
"5369","RHOB","Gene"
"5370","TNFRSF25","Gene"
"5371","VPS33B","Gene"
"5372","ZNF19","Gene"
"5373","ZNF25","Gene"
"5374","ARHGAP36","Gene"
"5375","S100A11","Gene"
"5376","ECHDC1","Gene"
"5377","HIBADH","Gene"
"5378","BIN1","Gene"
"5379","PPP2R2D","Gene"
"5380","ZDHHC23","Gene"
"5381","SERHL2","Gene"
"5382","ZNF79","Gene"
"5383","IL17C","Gene"
"5384","CD8B","Gene"
"5385","GPC3","Gene"
"5386","MOB1B","Gene"
"5387","WDYHV1","Gene"
"5388","GNG5","Gene"
"5389","POLG","Gene"
"5390","ADGRL4","Gene"
"5391","ZNF608","Gene"
"5392","EPB41L4B","Gene"
"5393","RANGAP1","Gene"
"5394","PPP1CB","Gene"
"5395","FRAT2","Gene"
"5396","MFNG","Gene"
"5397","MRRF","Gene"
"5398","ATP11C","Gene"
"5399","MTA2","Gene"
"5400","SRRT","Gene"
"5401","TBC1D10C","Gene"
"5402","HNRNPL","Gene"
"5403","F2RL1","Gene"
"5404","RGS6","Gene"
"5405","AARSD1","Gene"
"5406","PSMA5","Gene"
"5407","DCP1B","Gene"
"5408","CHRAC1","Gene"
"5409","GZMM","Gene"
"5410","TRPC1","Gene"
"5411","TRAPPC8","Gene"
"5412","PHRF1","Gene"
"5413","C20orf194","Gene"
"5414","URM1","Gene"
"5415","OMD","Gene"
"5416","ZFP69","Gene"
"5417","SEZ6L2","Gene"
"5418","RCN3","Gene"
"5419","CD248","Gene"
"5420","TTC9","Gene"
"5421","YIPF6","Gene"
"5422","ATE1","Gene"
"5423","ATF7","Gene"
"5424","FAM3A","Gene"
"5425","MBL2","Gene"
"5426","PSMD11","Gene"
"5427","CSNK2A2","Gene"
"5428","MRPL49","Gene"
"5429","CNPY3","Gene"
"5430","KIF21A","Gene"
"5431","COLEC11","Gene"
"5432","AFF4","Gene"
"5433","PKP4","Gene"
"5434","DDX21","Gene"
"5435","RGN","Gene"
"5436","MAP2K3","Gene"
"5437","ZFAT","Gene"
"5438","LUZP2","Gene"
"5439","DIS3","Gene"
"5440","PIK3R4","Gene"
"5441","C1orf95","Gene"
"5442","KIAA1551","Gene"
"5443","CARD9","Gene"
"5444","IPO7","Gene"
"5445","CSRP1","Gene"
"5446","N4BP2L2","Gene"
"5447","RPH3AL","Gene"
"5448","PRPF40A","Gene"
"5449","SNTB2","Gene"
"5450","HAX1","Gene"
"5451","ABLIM1","Gene"
"5452","WDR24","Gene"
"5453","ENO3","Gene"
"5454","ZNF418","Gene"
"5455","ZER1","Gene"
"5456","DPEP2","Gene"
"5457","TMEM110","Gene"
"5458","SLAMF7","Gene"
"5459","FKTN","Gene"
"5460","SENP3","Gene"
"5461","JPH2","Gene"
"5462","DHX33","Gene"
"5463","IFNGR2","Gene"
"5464","CHST2","Gene"
"5465","LRRC49","Gene"
"5466","IDH3B","Gene"
"5467","CFL1","Gene"
"5468","DNA2","Gene"
"5469","POLR3B","Gene"
"5470","PHAX","Gene"
"5471","NPTN","Gene"
"5472","MTFR1L","Gene"
"5473","SH3BP5L","Gene"
"5474","RBM15B","Gene"
"5475","RELL2","Gene"
"5476","PRIM1","Gene"
"5477","DOK4","Gene"
"5478","SS18","Gene"
"5479","NOTCH3","Gene"
"5480","CARKD","Gene"
"5481","CCND2","Gene"
"5482","ZNF236","Gene"
"5483","TMBIM6","Gene"
"5484","ING3","Gene"
"5485","DHRS1","Gene"
"5486","RPL10L","Gene"
"5487","UBALD2","Gene"
"5488","ATP8","Gene"
"5489","ZNF786","Gene"
"5490","TENM4","Gene"
"5491","TMTC3","Gene"
"5492","ZNF621","Gene"
"5493","VPS37B","Gene"
"5494","CERS5","Gene"
"5495","TMEM87A","Gene"
"5496","CPD","Gene"
"5497","THEM6","Gene"
"5498","SPIRE1","Gene"
"5499","SRSF8","Gene"
"5500","TSPAN17","Gene"
"5501","THOC6","Gene"
"5502","XRCC6BP1","Gene"
"5503","HOXA2","Gene"
"5504","NMNAT3","Gene"
"5505","ESCO1","Gene"
"5506","IFNA1","Gene"
"5507","MIS12","Gene"
"5508","TES","Gene"
"5509","WDR81","Gene"
"5510","SLC25A22","Gene"
"5511","NOMO1","Gene"
"5512","HMBOX1","Gene"
"5513","PPP1R3E","Gene"
"5514","HNRNPA3","Gene"
"5515","C2orf76","Gene"
"5516","BCL2A1","Gene"
"5517","DEFA1","Gene"
"5518","VEGFC","Gene"
"5519","TIGIT","Gene"
"5520","SMARCA4","Gene"
"5521","NAV1","Gene"
"5522","PQLC2","Gene"
"5523","GBP3","Gene"
"5524","EEA1","Gene"
"5525","BOLA2B","Gene"
"5526","STPG1","Gene"
"5527","ODF2","Gene"
"5528","SERTAD3","Gene"
"5529","CNOT1","Gene"
"5530","QTRTD1","Gene"
"5531","SMAD7","Gene"
"5532","ZGRF1","Gene"
"5533","ALDOA","Gene"
"5534","METTL5","Gene"
"5535","LASP1","Gene"
"5536","PKP1","Gene"
"5537","PCDH7","Gene"
"5538","B3GNTL1","Gene"
"5539","TELO2","Gene"
"5540","TMEM216","Gene"
"5541","GPC1","Gene"
"5542","COL5A1","Gene"
"5543","VIM","Gene"
"5544","COX7C","Gene"
"5545","TAGLN3","Gene"
"5546","CBWD6","Gene"
"5547","C9orf69","Gene"
"5548","TBC1D7","Gene"
"5549","NDRG3","Gene"
"5550","ZNF571","Gene"
"5551","CPVL","Gene"
"5552","AREL1","Gene"
"5553","RAD1","Gene"
"5554","LSMEM1","Gene"
"5555","WDR27","Gene"
"5556","ANAPC4","Gene"
"5557","NCBP1","Gene"
"5558","FLOT1","Gene"
"5559","F2R","Gene"
"5560","SLC15A3","Gene"
"5561","UBOX5","Gene"
"5562","PIH1D1","Gene"
"5563","FUOM","Gene"
"5564","GALC","Gene"
"5565","SRSF1","Gene"
"5566","RGS19","Gene"
"5567","PAQR5","Gene"
"5568","GIMAP7","Gene"
"5569","NSA2","Gene"
"5570","NOMO3","Gene"
"5571","XCL2","Gene"
"5572","TNFAIP1","Gene"
"5573","BFSP2","Gene"
"5574","CCDC22","Gene"
"5575","AQP3","Gene"
"5576","ALKBH5","Gene"
"5577","FCGR3A","Gene"
"5578","PDGFRL","Gene"
"5579","MAN1C1","Gene"
"5580","SPDYA","Gene"
"5581","PHACTR1","Gene"
"5582","STAM","Gene"
"5583","CBWD3","Gene"
"5584","FAM212B","Gene"
"5585","SRPR","Gene"
"5586","KBTBD6","Gene"
"5587","CLNS1A","Gene"
"5588","SF3A3","Gene"
"5589","ODF3B","Gene"
"5590","COX4I2","Gene"
"5591","MMS19","Gene"
"5592","ZNF404","Gene"
"5593","ERCC6","Gene"
"5594","ALKBH6","Gene"
"5595","PSMA2","Gene"
"5596","COA5","Gene"
"5597","BIRC2","Gene"
"5598","HMGN1","Gene"
"5599","GOLT1B","Gene"
"5600","PET117","Gene"
"5601","BEND7","Gene"
"5602","KDM6A","Gene"
"5603","CLEC7A","Gene"
"5604","MAGOHB","Gene"
"5605","UBE2Z","Gene"
"5606","CLEC1A","Gene"
"5607","SLX1B","Gene"
"5608","RIPK3","Gene"
"5609","TNFRSF14","Gene"
"5610","ARL17A","Gene"
"5611","SAMD11","Gene"
"5612","TSPYL2","Gene"
"5613","KLHL20","Gene"
"5614","TICAM1","Gene"
"5615","ANXA3","Gene"
"5616","NPIPA5","Gene"
"5617","RNF175","Gene"
"5618","EFHD1","Gene"
"5619","MANEA","Gene"
"5620","SEMA7A","Gene"
"5621","ZNF586","Gene"
"5622","TRNT1","Gene"
"5623","CYB561D2","Gene"
"5624","YOD1","Gene"
"5625","YIPF5","Gene"
"5626","EMC10","Gene"
"5627","IGF2","Gene"
"5628","IL17A","Gene"
"5629","CIAPIN1","Gene"
"5630","AP4B1","Gene"
"5631","ZNF845","Gene"
"5632","C12orf65","Gene"
"5633","RPP40","Gene"
"5634","EIF4G3","Gene"
"5635","TBC1D14","Gene"
"5636","MCTP2","Gene"
"5637","CXXC1","Gene"
"5638","TCAF2","Gene"
"5639","MYL12A","Gene"
"5640","NEK3","Gene"
"5641","AKAP5","Gene"
"5642","APOL2","Gene"
"5643","DEF8","Gene"
"5644","TC2N","Gene"
"5645","DDX41","Gene"
"5646","HIGD1B","Gene"
"5647","TSPAN18","Gene"
"5648","FAM24B","Gene"
"5649","ADAL","Gene"
"5650","TSTA3","Gene"
"5651","CASP12","Gene"
"5652","INCENP","Gene"
"5653","ARFGAP3","Gene"
"5654","NCMAP","Gene"
"5655","HOXC6","Gene"
"5656","ZNF275","Gene"
"5657","GTF2IRD2","Gene"
"5658","DEXI","Gene"
"5659","TTPAL","Gene"
"5660","CAPS","Gene"
"5661","DNTTIP1","Gene"
"5662","MTHFD1L","Gene"
"5663","VIPAS39","Gene"
"5664","CLNK","Gene"
"5665","PDAP1","Gene"
"5666","FAM219A","Gene"
"5667","LPCAT2","Gene"
"5668","C19orf43","Gene"
"5669","CSF2RA","Gene"
"5670","NAA60","Gene"
"5671","PLXDC2","Gene"
"5672","PFDN2","Gene"
"5673","DCAF5","Gene"
"5674","RHBDD3","Gene"
"5675","NIPBL","Gene"
"5676","FADD","Gene"
"5677","HPSE","Gene"
"5678","MTF2","Gene"
"5679","INO80C","Gene"
"5680","NME3","Gene"
"5681","MYLIP","Gene"
"5682","MYO6","Gene"
"5683","VPS36","Gene"
"5684","PIGL","Gene"
"5685","DCAF17","Gene"
"5686","FOXF2","Gene"
"5687","SRPX2","Gene"
"5688","ATF6B","Gene"
"5689","SH3RF2","Gene"
"5690","NFYC","Gene"
"5691","LUC7L2","Gene"
"5692","SLC41A1","Gene"
"5693","PNPLA4","Gene"
"5694","WDR47","Gene"
"5695","CASP10","Gene"
"5696","CHCHD6","Gene"
"5697","HOXD1","Gene"
"5698","PLA2G12A","Gene"
"5699","EBNA1BP2","Gene"
"5700","TMEM219","Gene"
"5701","BEND6","Gene"
"5702","C12orf66","Gene"
"5703","USP7","Gene"
"5704","FAM111A","Gene"
"5705","TMEM217","Gene"
"5706","TRIM13","Gene"
"5707","COL4A3BP","Gene"
"5708","AGPAT3","Gene"
"5709","PAG1","Gene"
"5710","FAM103A1","Gene"
"5711","CADM3","Gene"
"5712","ZNF558","Gene"
"5713","TGFB1I1","Gene"
"5714","MGAT5","Gene"
"5715","TRPC6","Gene"
"5716","PPP2R3A","Gene"
"5717","ZNF749","Gene"
"5718","CARD8","Gene"
"5719","WNT11","Gene"
"5720","ITSN1","Gene"
"5721","ACTR1A","Gene"
"5722","PHF12","Gene"
"5723","ECE2","Gene"
"5724","DZIP1L","Gene"
"5725","FSCN1","Gene"
"5726","CHRD","Gene"
"5727","CD244","Gene"
"5728","SASS6","Gene"
"5729","NOC2L","Gene"
"5730","NKAIN2","Gene"
"5731","TRAPPC6A","Gene"
"5732","GATSL3","Gene"
"5733","MLLT3","Gene"
"5734","CLCN3","Gene"
"5735","SNX10","Gene"
"5736","SYTL4","Gene"
"5737","DOCK2","Gene"
"5738","ELMO2","Gene"
"5739","PKN3","Gene"
"5740","CD14","Gene"
"5741","NIPAL3","Gene"
"5742","POLK","Gene"
"5743","DHRS4L2","Gene"
"5744","NME6","Gene"
"5745","C7orf31","Gene"
"5746","PPFIBP1","Gene"
"5747","FAM169A","Gene"
"5748","LRTOMT","Gene"
"5749","GTF2F1","Gene"
"5750","ZNF827","Gene"
"5751","SMCO4","Gene"
"5752","DPCD","Gene"
"5753","DACT3","Gene"
"5754","KANSL3","Gene"
"5755","ANKDD1A","Gene"
"5756","AP5S1","Gene"
"5757","SELP","Gene"
"5758","ZNF257","Gene"
"5759","SLC11A1","Gene"
"5760","FAM73B","Gene"
"5761","CDH2","Gene"
"5762","LTBP2","Gene"
"5763","MAPRE1","Gene"
"5764","NDNF","Gene"
"5765","AP3M1","Gene"
"5766","CD200","Gene"
"5767","LRIG3","Gene"
"5768","ITGAM","Gene"
"5769","UVSSA","Gene"
"5770","ARMC6","Gene"
"5771","GPR68","Gene"
"5772","CDK5RAP2","Gene"
"5773","PCBP1","Gene"
"5774","SYTL2","Gene"
"5775","IL1R2","Gene"
"5776","GZMB","Gene"
"5777","TMEM184C","Gene"
"5778","SEC23B","Gene"
"5779","ALDH9A1","Gene"
"5780","MACC1","Gene"
"5781","CDKL1","Gene"
"5782","N4BP3","Gene"
"5783","ZNF136","Gene"
"5784","PABPC4","Gene"
"5785","C7orf60","Gene"
"5786","FCRL2","Gene"
"5787","PIM2","Gene"
"5788","ATP5O","Gene"
"5789","ZNF549","Gene"
"5790","ANKRD26","Gene"
"5791","ZKSCAN5","Gene"
"5792","ZNF700","Gene"
"5793","UPF3B","Gene"
"5794","GALNT10","Gene"
"5795","PTGFRN","Gene"
"5796","SF3B2","Gene"
"5797","ATG4B","Gene"
"5798","SNX4","Gene"
"5799","USP54","Gene"
"5800","CEP152","Gene"
"5801","AKT2","Gene"
"5802","NPIPB15","Gene"
"5803","NPIPA2","Gene"
"5804","PORCN","Gene"
"5805","POLR2G","Gene"
"5806","GPR162","Gene"
"5807","SELL","Gene"
"5808","MIPEP","Gene"
"5809","TACSTD2","Gene"
"5810","ADAMTSL5","Gene"
"5811","LYPLAL1","Gene"
"5812","YAP1","Gene"
"5813","SH2D1A","Gene"
"5814","SIRPA","Gene"
"5815","OLAH","Gene"
"5816","APOL1","Gene"
"5817","ZDHHC3","Gene"
"5818","E2F4","Gene"
"5819","PHF2","Gene"
"5820","LAPTM4A","Gene"
"5821","MRPL17","Gene"
"5822","PRDX3","Gene"
"5823","ZNF793","Gene"
"5824","PPP1R12B","Gene"
"5825","SLC38A9","Gene"
"5826","PTTG1IP","Gene"
"5827","CLTA","Gene"
"5828","CPEB2","Gene"
"5829","MDH2","Gene"
"5830","PFKFB4","Gene"
"5831","DNMBP","Gene"
"5832","BUD31","Gene"
"5833","CSDC2","Gene"
"5834","ZNF852","Gene"
"5835","YTHDF2","Gene"
"5836","PPP1R1A","Gene"
"5837","TMEM176B","Gene"
"5838","SECISBP2L","Gene"
"5839","OSBPL5","Gene"
"5840","FICD","Gene"
"5841","MLXIPL","Gene"
"5842","TSC22D3","Gene"
"5843","GOSR2","Gene"
"5844","FRRS1","Gene"
"5845","ZNF624","Gene"
"5846","CPNE8","Gene"
"5847","VPS37C","Gene"
"5848","MYSM1","Gene"
"5849","SRGAP1","Gene"
"5850","GATC","Gene"
"5851","LILRA4","Gene"
"5852","NXT1","Gene"
"5853","SCP2","Gene"
"5854","ISM1","Gene"
"5855","RASD1","Gene"
"5856","DEDD","Gene"
"5857","APOLD1","Gene"
"5858","CASKIN2","Gene"
"5859","FEM1B","Gene"
"5860","ELL2","Gene"
"5861","ZSCAN18","Gene"
"5862","DPY30","Gene"
"5863","MAN2C1","Gene"
"5864","PRDM2","Gene"
"5865","EI24","Gene"
"5866","ECI2","Gene"
"5867","PCDHGB7","Gene"
"5868","SORL1","Gene"
"5869","SSH1","Gene"
"5870","KDSR","Gene"
"5871","CYHR1","Gene"
"5872","PKD2","Gene"
"5873","CD226","Gene"
"5874","LRP1","Gene"
"5875","MIDN","Gene"
"5876","DCUN1D5","Gene"
"5877","TDRKH","Gene"
"5878","LRRC17","Gene"
"5879","SPOP","Gene"
"5880","MITD1","Gene"
"5881","RIC1","Gene"
"5882","METTL1","Gene"
"5883","AREG","Gene"
"5884","CDC123","Gene"
"5885","U2AF1L4","Gene"
"5886","DNASE2","Gene"
"5887","EIF3E","Gene"
"5888","HEMK1","Gene"
"5889","TRERF1","Gene"
"5890","HP1BP3","Gene"
"5891","GTF3C6","Gene"
"5892","STK40","Gene"
"5893","SOS1","Gene"
"5894","FAM110A","Gene"
"5895","RCAN3","Gene"
"5896","CALCA","Gene"
"5897","EED","Gene"
"5898","SENP5","Gene"
"5899","INO80D","Gene"
"5900","HOXB7","Gene"
"5901","NT5DC3","Gene"
"5902","SPRY1","Gene"
"5903","FANCG","Gene"
"5904","CHCHD7","Gene"
"5905","ACTR3B","Gene"
"5906","RANGRF","Gene"
"5907","HIRA","Gene"
"5908","MOCS2","Gene"
"5909","INADL","Gene"
"5910","DLC1","Gene"
"5911","CCNF","Gene"
"5912","LSM7","Gene"
"5913","NSMCE1","Gene"
"5914","ATP5A1","Gene"
"5915","ETFA","Gene"
"5916","ZBTB37","Gene"
"5917","MCM3","Gene"
"5918","OGFR","Gene"
"5919","SEMA6A","Gene"
"5920","C8orf37","Gene"
"5921","BOK","Gene"
"5922","CRIP1","Gene"
"5923","MPZ","Gene"
"5924","MRFAP1L1","Gene"
"5925","ZNF274","Gene"
"5926","HAUS2","Gene"
"5927","SOS2","Gene"
"5928","PAX5","Gene"
"5929","JAZF1","Gene"
"5930","IGHMBP2","Gene"
"5931","SNX20","Gene"
"5932","RPS8","Gene"
"5933","CPA3","Gene"
"5934","04-Sep","Gene"
"5935","RNF145","Gene"
"5936","FAM217B","Gene"
"5937","ANKLE2","Gene"
"5938","IMP4","Gene"
"5939","DCHS1","Gene"
"5940","TEAD1","Gene"
"5941","CLEC16A","Gene"
"5942","AP4M1","Gene"
"5943","MAML1","Gene"
"5944","TRAPPC6B","Gene"
"5945","SNUPN","Gene"
"5946","HSPA2","Gene"
"5947","ARHGAP1","Gene"
"5948","TCEAL8","Gene"
"5949","TMCC2","Gene"
"5950","SLC35A2","Gene"
"5951","ZNF484","Gene"
"5952","KLF7","Gene"
"5953","TLE2","Gene"
"5954","MFAP4","Gene"
"5955","UNC93B1","Gene"
"5956","CAPNS1","Gene"
"5957","PIGS","Gene"
"5958","EIF3A","Gene"
"5959","DPP3","Gene"
"5960","TVP23C","Gene"
"5961","TERF1","Gene"
"5962","INTS5","Gene"
"5963","DMTF1","Gene"
"5964","TCF7L2","Gene"
"5965","ZNF543","Gene"
"5966","GNA12","Gene"
"5967","ATL2","Gene"
"5968","RAB34","Gene"
"5969","BOC","Gene"
"5970","PDSS2","Gene"
"5971","SERPINH1","Gene"
"5972","OLFML1","Gene"
"5973","TRAF3IP1","Gene"
"5974","PIR","Gene"
"5975","TRIM7","Gene"
"5976","TMEM165","Gene"
"5977","NCEH1","Gene"
"5978","GEMIN5","Gene"
"5979","08-Sep","Gene"
"5980","GAS1","Gene"
"5981","HECTD4","Gene"
"5982","SSR4","Gene"
"5983","DNAAF5","Gene"
"5984","SLC25A42","Gene"
"5985","PBLD","Gene"
"5986","PIP5K1C","Gene"
"5987","PEX2","Gene"
"5988","RABAC1","Gene"
"5989","ANKRD49","Gene"
"5990","MAGEA3","Gene"
"5991","ARHGAP9","Gene"
"5992","CXCL13","Gene"
"5993","RNF24","Gene"
"5994","SERPINE2","Gene"
"5995","LRCH2","Gene"
"5996","TSC22D4","Gene"
"5997","MRPL36","Gene"
"5998","ZC2HC1C","Gene"
"5999","KCTD13","Gene"
"6000","ASMTL","Gene"
"6001","UBXN2B","Gene"
"6002","MTFR1","Gene"
"6003","GPR132","Gene"
"6004","JADE3","Gene"
"6005","IQCB1","Gene"
"6006","RNF11","Gene"
"6007","XKR8","Gene"
"6008","PEX12","Gene"
"6009","DRAM1","Gene"
"6010","RAPGEF4","Gene"
"6011","NKG7","Gene"
"6012","CASZ1","Gene"
"6013","EVA1A","Gene"
"6014","PHOSPHO2","Gene"
"6015","FMN1","Gene"
"6016","SGPP1","Gene"
"6017","EIF2B4","Gene"
"6018","SFRP2","Gene"
"6019","ZSWIM7","Gene"
"6020","RRP12","Gene"
"6021","PTBP3","Gene"
"6022","LNX1","Gene"
"6023","API5","Gene"
"6024","SMARCC2","Gene"
"6025","HHEX","Gene"
"6026","RAB13","Gene"
"6027","SMAD3","Gene"
"6028","DCBLD2","Gene"
"6029","SUN1","Gene"
"6030","TPGS1","Gene"
"6031","CORO1B","Gene"
"6032","YPEL1","Gene"
"6033","ROGDI","Gene"
"6034","KIAA1033","Gene"
"6035","POLR2C","Gene"
"6036","FOXRED1","Gene"
"6037","TNFSF10","Gene"
"6038","RARRES3","Gene"
"6039","GOLGA7","Gene"
"6040","HDAC7","Gene"
"6041","STOX1","Gene"
"6042","IL12RB2","Gene"
"6043","NUDT14","Gene"
"6044","PDDC1","Gene"
"6045","IKBIP","Gene"
"6046","FAM107B","Gene"
"6047","TAF4B","Gene"
"6048","CHMP1B","Gene"
"6049","COL4A3","Gene"
"6050","MYL4","Gene"
"6051","ZBTB8OS","Gene"
"6052","CLCA2","Gene"
"6053","PARD6A","Gene"
"6054","ALPK3","Gene"
"6055","ZDHHC7","Gene"
"6056","BIN3","Gene"
"6057","ZSCAN2","Gene"
"6058","TET2","Gene"
"6059","UBR1","Gene"
"6060","EMP2","Gene"
"6061","LMAN1","Gene"
"6062","FKBP3","Gene"
"6063","INPP5A","Gene"
"6064","NUDT21","Gene"
"6065","TMEM201","Gene"
"6066","PRR4","Gene"
"6067","CDC23","Gene"
"6068","FGFR1OP2","Gene"
"6069","CDKN2A","Gene"
"6070","HK1","Gene"
"6071","WAPAL","Gene"
"6072","STAG3","Gene"
"6073","CD7","Gene"
"6074","INPP5B","Gene"
"6075","ENTHD2","Gene"
"6076","EPS8L2","Gene"
"6077","ZZZ3","Gene"
"6078","MCOLN2","Gene"
"6079","LAT","Gene"
"6080","ST6GAL1","Gene"
"6081","GID8","Gene"
"6082","RPP14","Gene"
"6083","SGPL1","Gene"
"6084","CPT1C","Gene"
"6085","KDELR3","Gene"
"6086","ACYP2","Gene"
"6087","SLIRP","Gene"
"6088","SLC4A11","Gene"
"6089","PSMA6","Gene"
"6090","AAAS","Gene"
"6091","CCNJ","Gene"
"6092","ARFGAP1","Gene"
"6093","CXCR3","Gene"
"6094","ATP6V1H","Gene"
"6095","SLC38A2","Gene"
"6096","SUCO","Gene"
"6097","ARHGAP28","Gene"
"6098","B4GALNT1","Gene"
"6099","RPL35A","Gene"
"6100","AKAP8","Gene"
"6101","TCEA1","Gene"
"6102","BBS7","Gene"
"6103","FAM216A","Gene"
"6104","RPL34","Gene"
"6105","STIL","Gene"
"6106","CUL5","Gene"
"6107","VPS18","Gene"
"6108","RFC2","Gene"
"6109","GTF2I","Gene"
"6110","MTRF1L","Gene"
"6111","LMCD1","Gene"
"6112","MTERF4","Gene"
"6113","NUCB2","Gene"
"6114","TGOLN2","Gene"
"6115","GPR1","Gene"
"6116","TNS2","Gene"
